"gene","GSM972736"
"CFLAR-AS1",4.84841347070379
"SMC3",3.97965627591593
"KCNK10",3.67590160012201
"PAPOLG",6.48471367576266
"CDC42-IT1",6.52114594399912
"GAS1RR",3.05559192006895
"SERPINB6",5.82034245038199
"CASC22",3.44909695414179
"KCP",5.06648087732303
"ANHX",6.94762017807838
"ANHX",4.24569444540973
"ZDHHC14",3.05746898133344
"CFAP65",5.52523597294683
"TAF8",5.82590876682535
"OR2H1",5.48158301343218
"OR2H1",5.77782109525799
"CHD1L",7.62353670825684
"PERP",3.36520974182348
"LOC550113",4.53363657579403
"LEPROT",3.16246681512224
"LEPROT",2.81372859026979
"ESPNL",6.7238904746664
"ESPNL",5.8543438440176
"TTC23L",6.14659172139734
"LINC02028",4.35973751883788
"LINC02239",4.68304001567162
"LINC02239",3.02715077792648
"FAM201A",3.46081784845399
"LEXM",4.09016832335138
"LINC01990",2.700445075976
"LINC01990",3.01144475596813
"LOC100507250",4.6643597339766
"MIR4300HG",4.91393247357435
"LOC101927787",5.49103060448322
"HMMR-AS1",3.98602821642639
"GAB1",2.76386927288593
"RNF212",5.19428873974892
"WASHC1",6.04879825908768
"ZBTB1",5.84723152037269
"UBAC2-AS1",2.86658438832658
"UBAC2-AS1",6.11225585577543
"KCNQ3",4.31586044673138
"LINC00665",3.17402029757406
"LINC00665",3.12289795704792
"YEATS2",7.23740069538009
"BTBD19",4.99170541312135
"HOTAIRM1",2.90290275617118
"HOTAIRM1",6.14453335641804
"UBE2G2",9.75793887555228
"LINC01128",5.88884122329696
"C5orf47",4.53101380688975
"C5orf47",2.53218212043228
"NIFK-AS1",6.22405037064902
"OVAAL",4.56252747941741
"ZSCAN16-AS1",3.56474589549776
"DICER1-AS1",3.77601323191118
"HGSNAT",6.32801321846807
"YLPM1",6.36227537408996
"LUC7L",4.05397529176186
"LUC7L",6.00884114937257
"LOC100505782",3.40684282834713
"TFAP2A-AS1",6.04625000509368
"NUB1",6.07687115431192
"TTBK2",6.27819279411021
"SLFN5",5.32881650837423
"ITGBL1",2.78318825918976
"ITGBL1",2.98515791674621
"RBM25",8.3060874795538
"OOSP2",3.05286332866018
"KIF5C",5.91991352711029
"MAMSTR",6.84668351262009
"HAR1A",6.26711493875653
"HECTD1",5.22686634410399
"LMTK3",3.5688285435494
"ZSCAN30",4.44738639725485
"ZSCAN30",6.28826716002945
"SLC26A4-AS1",3.31941813809815
"VPS53",5.32473987603435
"ZNF561-AS1",5.81521888439249
"APOL6",8.4320175408973
"INTS6-AS1",6.3388524941118
"INTS6-AS1",8.23601788066436
"ZNF575",6.56467138127694
"EEF1A1",7.92358309871075
"HEATR6",5.63077341547333
"GABRB2",3.35961725136201
"CHADL",3.53162536507213
"TMEM198B",6.03309649716574
"PLD1",3.73429089480461
"FAM111B",4.09506059111596
"FAM111B",2.94240355311092
"SSSCA1-AS1",5.37169281582444
"WDR17",3.16046345768942
"LINC00632",2.99116933476521
"ATP13A4",3.50449032641937
"TMEM17",4.28948898311776
"DDX11-AS1",2.77752565228884
"MINDY4",5.7637087164548
"CSMD2",4.65032397719322
"STK38",8.13337966747648
"SSTR5-AS1",4.83561930078595
"LOC101928837",4.49132542235764
"HM13",5.13365697233963
"KMT2C",4.18354846137019
"FILNC1",3.69728880746319
"C16orf92",5.00942595756837
"KLHL18",6.93529867310918
"PDCD4",7.86902706245561
"HCG11",3.26150813319512
"HCG11",3.71203891617629
"NEK8",6.81157068054979
"NEK8",7.20562636678705
"IRAK1BP1",2.91735815655038
"ARMH4",3.00470157069988
"LOC100506258",3.38271632893874
"CARS2",3.62332077560721
"C11orf87",2.57184079760943
"C11orf87",2.61861585108073
"TPCN1",6.02091456194191
"TPCN1",6.73062112680164
"DNASE1",5.4791781059491
"COX10-AS1",6.12482962049616
"RAD54L2",5.70318886604724
"LGALS3",3.68526812985848
"PABPC1L2B",6.30441729958301
"MEIOC",2.80090967951549
"LOC283177",6.22885331724322
"PROSER2-AS1",3.79093051647425
"FAM181A-AS1",3.86690657335193
"EIF1B-AS1",6.29787013359026
"LINC02382",3.52592218734654
"LINC00648",3.93631432766363
"FANCB",2.6680898444851
"FANCB",3.56365789675364
"LINC02475",4.67128787855626
"RBPMS",3.53351423138936
"ASPG",4.37186366173724
"ASPG",5.08232054896235
"TPR",3.40434103037549
"EHBP1L1",6.81195739491666
"F11-AS1",3.25143094422099
"APOL6",5.2035863351172
"BBX",6.42916477646746
"KIDINS220",6.20380483813452
"ZNF814",5.16997244927243
"GABRB1",2.81593282534568
"BCL10",7.3781208654263
"BCL10",6.5694300657188
"ZNF382",5.39303874370086
"WHAMMP2",7.31221145928217
"LOC102724814",3.88792350639353
"LOC102724814",7.06168279627543
"GEN1",2.87502677209139
"TLCD2",3.37487210358085
"LINC01016",6.55397423633259
"LINC01016",3.82188789950101
"TNPO1",3.35385556343337
"ITSN1",5.70403120386224
"ITSN1",3.15063013358923
"ZNF519",3.84980466619556
"AREG",3.89110262999291
"LOC101928231",4.04034402268833
"GTF2IRD2",5.49722617627692
"DPY19L2P2",4.14955975904352
"MCOLN3",4.35467718403253
"MIR570HG",8.84269089871159
"FLJ12825",3.80196917002469
"ZNF585B",7.17781499088891
"NT5C",5.59849645145842
"TACC1",4.02910574157858
"DENND1B",3.94604420986642
"LINC01465",3.80584469644833
"DPY19L2P3",3.52952804529526
"CAPN14",3.12399639466715
"ZNF230",3.42354659172213
"LOC283665",2.85429135273854
"CASC23",5.85555652464504
"POLR1B",4.97643458010236
"MCM8-AS1",3.35358760918142
"SUCLG2-AS1",3.77922172296868
"SUCLG2-AS1",4.31148840493938
"PIK3CD-AS2",3.19135657764999
"PIK3CD-AS2",3.0280994236858
"MIRLET7BHG",6.18441980371132
"C17orf51",3.74860472882483
"MCPH1",7.02397367896335
"RERE",4.20166473926184
"G3BP1",7.43791645141045
"SQLE",4.20378469143779
"SOS1",3.13521658916408
"THUMPD3-AS1",4.39488772584862
"LINC01268",3.64311194382837
"LRPPRC",9.45526171796727
"PHIP",5.34130591142473
"PHIP",2.75173274535251
"CCDC144CP",2.57342794148931
"LINC00698",4.23980397066493
"MYCBP2",8.2632138396225
"SPAAR",6.28807866928679
"ATP6V1E2",4.72061927700451
"LINC01141",4.65661869399715
"ABCC9",5.04444456468262
"AGAP11",3.51027107961853
"AGAP11",4.86432011895084
"ZNF131",9.00634226306656
"FAM161A",4.82666384395169
"LOC100507600",4.42492873120323
"RTTN",6.23473981895621
"SH3PXD2A-AS1",4.44130884571517
"DLGAP4",5.67264895857738
"IGFBP7",3.09582250887674
"LOC284009",4.56356629898423
"ZKSCAN8",3.6752611772479
"LOC100130111",3.36557335470999
"LOC100130111",5.06952228231718
"LOC100506606",5.4571005261198
"SLC25A43",3.47714675827732
"LETM2",4.44320977676003
"RSPH10B",4.18871059995393
"ACSL4",4.9113424464762
"ACSL4",5.48100640453844
"LINC02059",2.82897492569644
"FAM227B",3.01381932589996
"SMIM17",3.09284649611852
"RASAL2",2.61157876782988
"LOC100506497",3.19474522575453
"XKR6",5.98194055207963
"ARHGEF7-AS2",3.1282659697769
"LINC02148",2.92778983320874
"TREML3P",3.75430519727731
"TREML3P",3.58869152774269
"WHAMMP2",7.53439446328722
"DGCR10",3.58853456350412
"MOSPD1",5.76539391430605
"SHB",4.76508387054112
"TMEM272",6.44377244834488
"FLJ31104",5.26581022433882
"SPATA13",3.96727677729827
"LINC01122",3.5323959912526
"MFSD4A-AS1",4.50788972357348
"LINC00507",2.76027512631577
"PFN4",4.71172848917346
"STIM1",6.39385344582525
"LOC101928718",5.92047592559752
"PPP1R27",5.84452687554205
"LINC00320",3.02334212039662
"LOC284788",4.97930241732806
"ANKRD44-IT1",4.14790567808763
"CBX3P2",3.4941029941711
"LOC100240728",3.63813396405129
"LOC100240728",3.72527214955999
"LINC01487",3.0903186622092
"PCCB",4.46636929349136
"TRIM52-AS1",5.47447053615709
"LINC02189",4.64773050268677
"ATP6AP1L",3.57797474656159
"STRADA",6.34397757478884
"HECTD4",4.40593052972423
"C10orf55",3.11331156890836
"NDUFA7",6.12977675245045
"LOC339862",3.02222551734653
"PALLD",3.3351094315924
"WNK2",5.41684259774322
"LOC100507403",5.43219458591904
"FAM201A",4.96981305423334
"CFAP58",3.40117095145819
"RNF165",2.95475228495094
"PRR26",2.98281216964333
"LINC00906",4.82810780282444
"PPP1R12B",5.7165425314853
"MATN1-AS1",5.47128344881833
"MATN1-AS1",8.18130180459631
"ALKBH3-AS1",3.53179662607626
"ALKBH3-AS1",4.91158953795306
"LOC100507634",2.84711443085388
"LOC100507634",4.72682404355612
"MPDU1",5.18744713854686
"LINC01305",3.16889427416235
"VPS13D",5.46797269426894
"STBD1",3.46718860189451
"PAQR3",3.90403410763861
"PHLDB2",3.00157171875942
"BIN3",6.52477231022547
"ST18",3.5135414124833
"LOC403323",5.75080138698831
"ATP6V1H",5.0177653203464
"ATP6V1H",6.67733955492227
"LINC01310",5.50505795405261
"PARD6G-AS1",5.88419794994016
"LOC283038",3.49902957167023
"WDR3",3.23876409011105
"GINS2",6.96120895332696
"LINC00624",2.85247405214429
"LOC101927870",3.21100756842825
"LOC101927870",2.47269220158969
"KIAA1257",5.39303874370086
"LINC00870",4.36897904365951
"LOC401312",2.98258672919612
"LOC401312",6.5369857196478
"LOC101928002",2.87441199463376
"PICART1",4.38911629783804
"PICART1",4.89570599027856
"TBC1D12",3.41143721806207
"PITRM1-AS1",4.28097004380322
"TTLL4",5.47367860047647
"KIF9-AS1",6.487300982282
"ARHGAP19-SLIT1",4.75812880652459
"ZNF496",5.46217621670023
"DCTN1-AS1",2.98278363541488
"LINC01622",4.24878306186617
"CCDC38",4.1073719900376
"KCP",4.82197247996959
"CCDC32",2.92490925506874
"CCDC32",5.31551069590692
"LINC02436",3.10052575777177
"POM121L8P",4.58699361687718
"C7orf57",2.73973396539783
"NFIA",3.14699334323752
"IQCA1",3.18347259500555
"RUNDC3A-AS1",3.21379548938545
"VWA8-AS1",2.89552925300597
"VWA8-AS1",3.12716567120256
"GALE",5.32180296313171
"GALE",5.34021427284634
"CCDC13-AS1",4.32778272200253
"LINC00642",5.93999734380781
"LINC00642",5.28144901610613
"FAM170B-AS1",4.5100211599642
"LOC101929114",4.91178599421457
"AK8",6.68929838721349
"RSU1P2",3.00042413820896
"LOC101928068",3.11345056103402
"RAF1",8.11920456473926
"TRIML1",4.09770443565091
"SAMD15",5.49889734312223
"SAMD15",4.00963467008201
"LINC01142",4.72443835299287
"ZNF286A",5.43468824116989
"ASAP1-IT2",6.19869290832466
"GATM",2.7627533311863
"SMC5-AS1",4.53293548385782
"POLH",6.55614365735871
"POLH",3.88925408201483
"LOC101927604",4.23693392140415
"MARCH7",2.95168778091409
"MARCH7",3.47971297027999
"ZHX2",6.30717362992164
"CTBP1",5.32729642666713
"LINC00550",2.54119313452699
"PPP2R5C",11.5466054653527
"PIKFYVE",6.24953263958499
"MYO16",3.93482695573757
"FKBP5",7.54205603819118
"FKBP5",4.97832240392719
"ARMCX4",4.67423786439789
"PCBP1-AS1",4.53522946362671
"GRK5",5.72407774274365
"LINC02092",5.56208063556746
"CHRM3-AS2",10.2260054200537
"LOC100130548",3.37206566549057
"NKTR",5.914411087959
"NKTR",7.33712814273746
"LOC105372547",3.10161345786031
"UST-AS1",2.59469469901248
"UST-AS1",2.78685371366865
"EHBP1L1",4.43757003601965
"LINC02466",3.66952487913465
"CEP128",4.39903520766231
"CEP128",4.67183509371319
"LOC101928535",3.52965587570204
"DMAC2",4.26726968033977
"LRRC52-AS1",5.45630439820142
"LOC105377458",2.81689995008617
"LPAR6",3.85815284221782
"PURPL",2.55176681442188
"NANOS2",3.77704488250876
"LOC101928760",4.54651237428193
"IPO11",4.8610285812608
"FHAD1",3.81532545679204
"LOC105373958",4.75671647061013
"LOC101928303",3.61437890202923
"PDE6B",6.21713642326356
"LOC101927967",4.03296723273464
"LNCAROD",3.81651124750188
"C21orf62-AS1",5.43412642087318
"MAP3K14-AS1",4.09061964297647
"CHIC1",4.4523845453217
"LINC02114",3.17267684994083
"LINC00476",4.70790270599035
"JRKL",5.61000075394648
"ESYT3",4.09709535456335
"NTRK3",6.12977675245045
"FAR2",3.95629672682878
"CNPY2",4.13500773742317
"SELENOH",6.00255122837169
"SELENOH",6.56445978061676
"LOC101926944",3.21225529856047
"AFG3L2",9.84268306626513
"LINC00639",3.55884029329929
"LINC02232",2.6921767610533
"LINC02232",2.89552925300597
"LINC01252",5.53274367067638
"DNAJC9-AS1",6.23936674443096
"TMEM267",8.67761548585915
"LOC101926960",2.83089788395676
"ELMOD2",3.71979060182708
"ELMOD2",3.50877203433166
"FAM135B",2.98441923213346
"EFHB",3.29285468769253
"LOC101926915",5.20323661920155
"LINC01087",2.87769849290896
"LINC02401",5.20545450159499
"INHBA-AS1",4.48286006868817
"LOC654841",4.20673479981671
"PLA2G4E-AS1",3.04952243314106
"PLA2G4E-AS1",3.27518954384313
"LOC100505658",3.63105695921429
"CFAP157",5.15507567806219
"CFAP157",7.27075648527196
"LINC02052",2.83355008489719
"LOC102546294",5.56336528824596
"GRID1-AS1",3.20688816193583
"CASC17",4.40214188133463
"LINC01020",2.92887164979435
"LINC01020",4.17984069604751
"LOC101930370",4.98576208251487
"LOC100129175",4.34255079816803
"PCDH11X",3.90671083017192
"ZNF32-AS3",3.14646616230341
"C9orf41-AS1",4.86432011895084
"CEP112",4.37961602738168
"ZNF787",5.05055656716896
"STXBP5-AS1",3.12518312194677
"STXBP5-AS1",3.26442565610248
"LINC01056",5.39952908329632
"LINC01056",4.90383094467849
"LINC02076",3.44421025926705
"LOC105374690",5.5100136484559
"LOC101928663",3.37351487137527
"SIM2",3.22776011908124
"CD44",8.55008535415009
"HSP90AB1",5.845392093695
"ERVFH21-1",3.40053714309702
"GSTO1",8.2652003858431
"SLC16A1",4.89587232508051
"ERVH-3",4.59389137212251
"LINC02274",3.34045876188823
"ALPL",4.05338772922491
"CAVIN1",5.47047069128324
"CNP",5.38277031225237
"CTNND1",7.3334266816762
"TCTE3",4.44652358746839
"PHLDB3",7.14440887840568
"NEMF",7.41847198112446
"ZKSCAN1",6.84693747239334
"TXLNG",8.00441303869869
"C8orf88",2.92535273817104
"CDC42BPB",4.18454235342748
"EIF4G2",7.42678360309199
"MTERF4",9.7565826628118
"MTERF4",9.60182003438548
"RPS6KA2",5.49026295738027
"RPS9",4.8674279437044
"RPAP3",3.88628812974583
"CEP78",5.14107680720137
"SMCR8",4.41735790446516
"METTL6",3.67560630418966
"PLCG2",3.36242091829923
"TTN",3.93631432766363
"NAALADL2",3.02295009267463
"ARID5B",3.26218423443313
"ARID5B",3.9055459231861
"STRAP",8.58852304893474
"LCMT1-AS2",4.60149739336454
"SLC1A2",2.53194763846041
"SLC1A2",4.40202695235296
"LOC441081",5.80010449940683
"FAR1",3.76839161242342
"ACTR2",5.13966344518245
"ERGIC3",5.57436939643632
"RABEPK",4.53716652076324
"PRKAB2",7.2622619676609
"NORAD",4.39266967368403
"CP",3.5323959912526
"KIAA0895L",4.27094866951487
"EXOSC6",7.54881589556259
"LOC389906",4.38739530883319
"LOC389906",4.79611505396337
"EIF2B5",5.0254363931745
"TMED4",5.29533852287666
"TMED4",5.58636179428635
"FBXO10",3.22935568856101
"TBC1D16",5.42950226043114
"SLF1",2.75683882369013
"MDH1B",3.44821501460413
"DNAJC3",3.78143799114148
"RPL12",5.28868852040428
"CCDC171",3.755767408967
"UBE2I",6.86051607086939
"MATR3",5.38680657988518
"CCDC174",6.0990467478652
"H1FX",8.83854806619102
"NFIA",3.61514126132187
"HDGFL3",4.08238119511397
"HDGFL3",4.28486361360228
"SLC9A1",4.44722601958511
"LOC283788",2.45719762650666
"LOC283788",3.78621327143072
"MBNL1",10.1460877363747
"FAM78B",5.31420939843059
"RECK",5.08874101326095
"RECK",5.4659067909235
"USP31",4.51306624598448
"DGCR5",4.37252924212588
"TSPAN17",4.65377376283572
"DDX3X",4.83120917179545
"CSRNP3",2.89489957808998
"CSRNP3",3.89104446809376
"LINC00957",5.37169281582444
"NUDCD2",5.39303874370086
"LOC730202",3.30488266045247
"TAF11",5.80053692522951
"TAF11",6.98713105767129
"PLXNA1",3.99563160946177
"TNRC6B",10.8543305092507
"BCL2L11",7.23802949217675
"MEG3",4.61067769068154
"BAIAP2-DT",5.43886241708881
"BAIAP2-DT",5.09525239028449
"CCDC171",3.8527085524545
"PEX13",2.8787642745162
"PEX13",4.45626263363825
"MGC16275",4.62811609987374
"MGC16275",5.47188493696672
"H1FX-AS1",4.94564261072873
"LUZP1",5.20753987060957
"FAM43A",5.23858979319715
"IGLC1",5.16636118936157
"TMEM229B",4.37512334908696
"ATP5MF",4.94417311659299
"ZNF17",3.77458969451105
"ZNF17",3.81227546706715
"LINC02397",2.6147934786342
"LINC02397",3.31592638238421
"GPR37L1",4.40760185858852
"ANKRD54",4.24504002551821
"LINC00592",4.46329543506328
"FN1",4.17567065655065
"SLC4A1AP",8.20540754678984
"LOC145783",3.18566907568837
"TARDBP",4.53541779483495
"SRC",2.83499736182033
"SRC",5.33960113584495
"VLDLR-AS1",5.47411919694084
"CTNNA1",2.87504453235505
"UBTF",4.45320043078974
"AFAP1-AS1",4.21349420837871
"SLFN13",4.25894165285098
"SF3B2",6.6086668692619
"ATF1",7.38460894434644
"KCNJ2-AS1",2.86789843624983
"DR1",7.22305312711815
"DR1",7.29134768108649
"TNRC18",4.01027233457664
"NTN5",4.0927159308132
"GOLM1",4.12320208587009
"STX16",7.85981377163086
"ZNF587",4.26194714461796
"ZNF587",5.24985843842938
"SRPK2",7.08681200921362
"LINC00662",4.40451556037254
"SPTY2D1OS",3.51141575573549
"ZNF740",3.68485793087145
"KDSR",5.18767964401664
"ARHGAP29",3.61503466460958
"TMEM184A",3.45733258620418
"RFT1",6.09748513888413
"PVT1",8.2558049213688
"PIGW",6.68107622547224
"KIAA1107",3.97333849879258
"PPFIA2",3.54442068087518
"EFCAB5",3.66036040390084
"EFCAB5",3.14309711950675
"TSEN54",7.21403320988874
"GIGYF2",3.82688484162757
"THADA",5.73750305067861
"LINC00942",3.95889666975855
"LOC100132356",5.57829953552995
"HOOK3",3.2035086547407
"LOC100996549",3.64549438110048
"PAQR9",3.37126152192318
"TMEM72",5.21714290995631
"TMEM72",5.25066539085725
"ZDHHC18",5.69961670001221
"TONSL",4.46268782750886
"TONSL",4.29987432391493
"SIRT2",5.51529486912321
"C22orf15",5.59639959929952
"C22orf15",5.85746025934709
"LOC100130268",4.49773540167867
"SEMA6A",5.14242882245882
"DIXDC1",4.8498849083898
"DIXDC1",4.64841217697788
"COX17",5.69685183425343
"DET1",6.35941308685129
"PLCG1-AS1",3.92194255468286
"UACA",3.35157627737876
"PGK1",3.79343582468664
"DRAXIN",5.23342815573771
"MPHOSPH9",8.29606026466326
"ERICH1",4.53696069340367
"LRRC38",3.77607025382896
"AHNAK2",4.6843419430972
"TMEM147-AS1",5.37693480878302
"KPNA4",3.39647283456699
"NKAIN3-IT1",2.53749157383064
"NKAIN3-IT1",2.68806970090892
"ZNF599",4.15798863842558
"ZNF599",3.84482337815208
"SYNE2",3.28561453019631
"KRT7",6.0143484242533
"KRT7",3.22782728946985
"PECAM1",4.04425567066649
"ANKRD24",5.14242882245882
"ANKRD24",5.520746000917
"ARIH1",6.57610007190265
"CTD-3080P12.3",2.93583063895347
"LINC00622",3.19155392983951
"PLEKHG2",8.68764714982182
"EGFEM1P",3.32233702294741
"MISP3",4.11454312779203
"FRRS1L",4.69168736709557
"C14orf180",6.76817243152242
"C14orf180",5.54363039406468
"LINC01061",5.80170772049539
"LINC01061",4.48659860415143
"ORAI2",10.1290612165828
"C2CD6",2.90669668084163
"PDXDC1",5.29331263650284
"NHLRC4",6.80147578183065
"IGH",6.3573863629143
"A2M",4.80934306036774
"LOC285500",3.59692972311961
"TMEM144",3.86330340430774
"GARS-DT",6.2191446001951
"GARS-DT",8.37810413151542
"ABCC5",4.06676050581144
"LMF1",4.69514403244559
"UGGT2",2.62249637367624
"UGGT2",3.73694753468545
"LPP",5.76797468664305
"VWA3B",4.92929425872962
"BEND5",4.42644638863755
"LOC100131496",3.63661324051353
"TMCC1-AS1",2.59469469901248
"TMCC1-AS1",3.76916636661027
"LRRC27",3.41517014599374
"LRRC27",6.33989097909802
"ZNF493",6.81101545126365
"TMED4",7.40148931410803
"CST13P",3.51701814199249
"LINC02053",3.23052835298817
"LINC02053",3.44518638237556
"DNM3",3.20801305635372
"DNM3",4.01085586874397
"GTF2IP12",6.53235935100503
"C1orf53",3.83493330243145
"C1orf53",3.66237153376974
"ESYT2",8.19049509803338
"FTX",8.37117518055954
"LRRC8C",7.01350080655596
"TAB3",4.77966963747419
"RPE",2.75330217403256
"MPP6",3.2950733742655
"FAM184A",4.30774470438221
"PAXIP1-AS2",4.10547606467066
"LRTM2",5.87269849777289
"TPM1",4.22585543843866
"KRBA2",5.77161600580573
"SMG1P1",4.28901802720001
"ZNF844",3.88080291315108
"SLC2A11",5.21826031425966
"TRMT9B",3.37523235731906
"FAAP20",5.1550576640806
"DNASE1",7.48937856900126
"VNN1",3.24185491811407
"PQLC2L",3.62525163118978
"CAMK1",5.61701995227591
"VPS35L",3.08895082666395
"BLZF1",3.40387295782252
"HM13",5.1003934273738
"AKNA",4.21629543055663
"PCNX4",5.59428322738301
"LOC145783",4.44052033630526
"LOC101927377",3.34370937233434
"MCTS1",3.71350128125186
"LINC02616",4.70369569298506
"LOC148709",3.40255300738884
"STMP1",3.29835742125512
"TEX22",5.60225803619633
"UBL4B",6.37631979437694
"ZNF33B",6.14216346523782
"LOC100996385",3.76748729850365
"LINC00623",4.15000468647229
"CYP4F29P",4.17567065655064
"METTL17",5.60667452804147
"TMEM253",5.06749675545433
"LOC101928020",2.96114409383086
"TUSC7",2.98527321898215
"TUSC7",4.01324981854787
"PLGLB2",4.0363928016967
"SSBP2",5.75080138698831
"TTC5",3.53943166175501
"PAPPA",4.16297118639382
"PAPPA",3.64311194382837
"LINC02210",3.20485892748629
"ATP1A4",4.15864811872022
"SNORA17B",5.79940984194934
"ZNF621",6.73673589618172
"CABLES1",4.51828040308624
"ZNF548",4.73004398065992
"RGPD4-AS1",3.07884416330915
"RBFADN",3.58090402850882
"DLGAP4-AS1",5.6680465867813
"PPARA",5.27893655136755
"ADAMTS5",2.81463723704634
"GUSBP1",3.70242867630173
"SPATA24",7.84084294446642
"EDIL3",4.78969715755412
"MIB1",3.06635991880935
"SH3D19",4.35288912506413
"CCDC32",5.43133798042857
"ALDH1A3",4.5013960625687
"GVQW2",3.45154826292405
"KANSL3",4.29620105842637
"MAP3K20-AS1",3.16231277809072
"PPM1H",3.67209993763341
"ZNF391",3.40201467587227
"LINC00703",3.99442900021294
"LOC100506207",3.44518638237556
"BANK1",3.63232935607091
"PHEX-AS1",4.27116235273988
"SPATA22",2.76138468459394
"SPATA22",3.02532901077251
"ZNF77",4.43507303258226
"NEMF",8.58846154996824
"MALAT1",12.7795595295575
"NOL4L",5.57842672226058
"PDE1A",3.62889836789394
"HMGA2",3.4840390626512
"HMGA2",4.09191520978562
"CH17-340M24.3",7.8998591571989
"MPV17L",4.77258743816335
"FOXN1",4.00791203996447
"STX17-AS1",9.27031409972176
"STX17-AS1",3.20310972768182
"DOCK4",2.96855032082251
"GLMP",5.5570938091706
"GLMP",6.15481452539944
"MARF1",3.87859799671906
"ZNF264",6.17147099264859
"HERPUD2",7.64174104047657
"ZNF260",5.82367219122759
"INVS",3.35565714232474
"SLC46A1",5.74602101627854
"ATOH8",5.74908250489137
"ATOH8",3.71040866318647
"NRXN1",2.73072741015837
"FAM13A-AS1",9.11261815189453
"TMEM134",5.67102393817556
"RPAIN",5.91352546432879
"ZNF252P",3.386288556242
"SRRM3",3.60447615376581
"SERP2",5.67423534608937
"VPS9D1-AS1",6.1745281963992
"MAP4K4",7.17255220297107
"ZBTB38",4.67624087073935
"NOL3",4.92081657412512
"BORCS5",6.47113278934859
"ZNF620",2.74186329628183
"SNX29",4.18091846513645
"SMCHD1",8.60918540276095
"LOC100288637",4.78244526576115
"ZNF763",3.29071362559883
"ZNF763",5.01703464649018
"C2CD3",4.07634610674862
"C12orf49",3.13496967005068
"C12orf49",5.61846554442248
"CLASP2",6.93206334172002
"FAM120AOS",7.25273630686299
"ZNF789",5.86101783368659
"DNAH1",4.56393358936265
"DNAH1",4.7725944439086
"PIK3R6",4.59180564671404
"RANBP10",4.94660953136265
"NSMAF",4.1561976652197
"MRTFB",4.0295435546144
"MRTFB",3.30039614807288
"H2AFY",2.76526252614788
"H2AFY",3.87436888662104
"NFYC-AS1",5.2515075011703
"RGS5",5.00211764034259
"TSPAN3",3.1164999953744
"TSPAN3",3.99696452580108
"ZNF252P-AS1",3.93631432766363
"FIRRE",4.09013111841383
"AP2A1",7.90972732834252
"FRY-AS1",2.88492522170686
"NUTM2A-AS1",3.50251146287415
"LOC101928307",2.90047640724387
"LOC101928307",3.34572369125615
"NNT-AS1",6.07043425733767
"TM2D1",7.99370150436079
"ATAD2B",4.13608173122175
"ZNF790-AS1",5.28144901610613
"TMED5",3.10649904392255
"TMED5",4.46707063620628
"SORBS2",3.23949952577773
"ZNF664",5.90023184590371
"LOC101929759",4.05080302083706
"CCDC178",5.13691414223877
"NBPF3",4.49060781141872
"ZNF831",6.27466261689651
"ZNF831",6.92605016831227
"CARMN",2.91583116588629
"SLC2A1-AS1",5.97417975494413
"AKNAD1",3.01464605860178
"MAPKBP1",5.23953515993788
"CWC27",4.34272754453004
"GVQW3",5.06020653985749
"PNLIPRP3",3.13932213945231
"LINC00565",6.70392145835469
"LINC00908",4.24755277056913
"LINC00908",5.90977510622376
"FARP2",5.33224574362336
"DMRTA2",4.16427046175324
"LOC100506885",3.75680511209118
"GARS-DT",3.76419112070371
"DSE",2.89460135049828
"DSE",4.59180564671404
"LOC105377276",3.1139298412191
"SREBF1",5.37067872063727
"LINC00924",4.81214938901492
"HTATSF1P2",2.77692536444801
"ZNF321P",3.16588228923303
"ZNF321P",3.31573652152143
"DEUP1",2.77127326402524
"DEUP1",3.26071855416371
"IBA57",7.0324992241253
"PLK5",5.53426090428943
"RGMB-AS1",4.11315598130585
"LINC00907",4.25878571243323
"OSER1-DT",5.37074326454374
"DESI2",6.10632531299826
"PEX14",5.02648913149993
"SEC23IP",4.45468657193542
"SLC8A1-AS1",3.45207876246424
"CLIP1",4.96053838324672
"LINC00460",4.66067629696062
"CARMIL1",4.21682845464722
"GTF2H5",3.61345286942929
"ZNF704",3.80639449439221
"ZNF765",6.85975488697143
"ZNF765",7.87930744024262
"CACNA1A",3.61642117430737
"CACNA1A",2.85789823953629
"TNRC18",3.98095297580302
"CEP164",8.28323972359159
"SNORA78",7.75220445054185
"IFT80",8.91624231556919
"CEPT1",4.01623418906414
"FAM126B",3.7335126640997
"RRP8",3.37945822879012
"FAT3",3.42160337747767
"PHF21A",5.67657499058707
"HCG18",5.520746000917
"RPL32P3",6.28151769654597
"THEMIS",9.28612806502199
"THEMIS",9.14296891497034
"UBALD1",4.99541422965958
"UBALD1",5.47490119090228
"LOC100130992",3.04662317785117
"ANKRD20A12P",4.00037753698368
"LRRC41",3.29325595065246
"MAP3K11",5.15330158167969
"C18orf21",3.11712494483174
"ZNF547",4.82768738430014
"FOXP1",8.77684467401496
"LOC283922",3.10471203334023
"PRR26",4.74247798684919
"MORF4L2-AS1",5.26458078688431
"CCDC163",7.29781142038061
"CNTLN",2.84325110269656
"LOC101928504",3.42151380144127
"LOC100507351",4.68400267654218
"PTPRE",4.53039406926536
"C3orf52",4.68457787883587
"EFCAB14",5.56959835580834
"EFCAB14",7.40432745536836
"SEPT9",7.0228705687601
"PPP1R26-AS1",3.09536654930335
