"gene","GSM972736"
"CDK15",4.18924579428798
"ZNF570",5.02434774486311
"NUDT9P1",4.39038455280169
"BTBD16",4.14786057457741
"RTP3",4.75620536282667
"RTP3",4.04833682715411
"TSPEAR",3.42176613267014
"MIPOL1",2.76338659777567
"MIPOL1",2.73200720320435
"C6orf141",3.92425709985273
"ALMS1P1",4.35680330582965
"MYO3B",3.33232881544849
"ADAM21",5.17606259015776
"TRIML2",3.97210182691206
"ABCC13",3.4736106146776
"ABCC13",4.63338940953264
"IL12RB1",9.01538603393285
"GTF2A1L",3.78398667774406
"TRPV3",5.20401756493525
"CNBD1",3.33045474055108
"CNBD1",3.44518638237556
"ABCC12",3.26093253766437
"MMP21",2.88832957991067
"TMEM190",5.29118754009294
"GAS2L2",6.02517875095106
"KCNG4",4.90128726994957
"PXT1",4.6690507029723
"CACNG5",5.21843457049967
"LINC00308",5.08207928435417
"LINC00308",4.01856869101375
"FAM223B",6.13046309809148
"WFDC11",4.50605747770892
"IFNL3",3.42181676420085
"JAK1",9.05259299094857
"JAK1",6.44065292059339
"CDC42SE2",8.89019472755204
"CDC42SE2",8.85091539712068
"ACACB",6.60443376382848
"ACACB",4.80628230413113
"COP1",6.69593198036914
"STX6",7.22535112269029
"ANLN",3.5374355450235
"SPRR4",7.33691903337164
"POLR2J",9.47981796397682
"POLR2J",7.63317551691707
"HSH2D",5.47785411718036
"TRNT1",4.96667435284939
"TMEM163",3.95092103445108
"ARHGAP5",3.99126390233877
"HERPUD2",9.25342212210113
"JMJD6",4.30558475310079
"SRCAP",4.36692460816902
"MAP3K6",4.48832287470221
"ARSG",4.29049027770283
"ZNF101",10.0602409016078
"ZNF101",10.1749805110613
"PTPN11",4.15629324704085
"KLHDC7B",5.44392707510158
"ATAD3B",6.25097011906109
"ZNF626",5.27612378015674
"PHC3",5.4571005261198
"IL11RA",6.59667102592562
"TNFRSF10A",6.7873029405179
"RFFL",4.32883803303656
"RFFL",4.66306423989517
"HPS4",6.92462052661052
"UHMK1",5.97857937226743
"TXNDC2",4.74004107175696
"NAV3",3.48788423965493
"C5orf22",4.47242564684261
"PCDHGB7",2.52602410553327
"PCDHGB7",4.47707514226791
"ERC1",6.84709435702279
"FLCN",6.73770841830549
"JMJD1C-AS1",4.43758572470687
"LRRC7",2.86661475774384
"SH2D3C",5.64759668313013
"PPP1R3B",5.07086788834299
"PPP1R3B",5.31356640238068
"SLC9A7",3.60708702632206
"IGSF3",4.52898833411482
"RFX6",3.1883255519552
"DIRC1",2.6710886914828
"DNAJB7",2.93761729358224
"UCN3",6.00920058645038
"DIP2A",5.70927493185029
"USP28",5.6156373585738
"KNL1",3.74242334724454
"KNL1",3.85016533739763
"SENP8",3.69632235314265
"GRHL1",4.46341613911558
"CNBD2",4.84122414833242
"CNBD2",4.0138368050762
"CASKIN1",6.32673190650873
"CACNA2D4",5.36146757564522
"ARL11",3.51673798836306
"ARL11",2.86607116746698
"SLC2A13",2.59172575035232
"SLC2A13",4.20526204748349
"NIPA1",4.280931617681
"TUBA3FP",5.98294191515779
"CARD16",7.11729292335361
"CARD16",7.47533726065003
"DUSP19",2.97769641838054
"DUSP19",3.16582799792686
"CYB5D1",6.72859529809441
"NMNAT2",4.35702948402445
"SLC4A1",3.92336592555542
"CREG2",3.44518638237556
"RXFP1",3.2851490909981
"SPEF2",4.33780018231937
"CEP170P1",4.30895156785879
"DTD1",5.57787372439472
"CASC4",5.53084296041296
"FGF1",3.23440893770356
"ARPP21",2.79034770196412
"RHOXF1",5.78661461824543
"ADAMTS17",4.50918319605234
"ADAMTS17",4.36531285809557
"ADAMTS17",4.38822668454456
"SNHG7",6.68339377705959
"DHH",3.68999700092554
"ABRA",2.89552925300597
"ABRA",3.01307315481329
"KLHDC1",8.01259678648841
"RICTOR",4.19723439206577
"PCDHGC3",3.01419471604648
"NETO1",3.48163224777104
"WWP2",3.00300450647443
"ST7L",3.17965004483227
"ST7L",5.53678407281272
"C2orf15",3.19911586243384
"KCNH8",3.31857560513305
"MCF2L",3.43172880598855
"SLCO6A1",3.41337113472191
"PP2D1",3.11101718251117
"KLC3",7.51365043204692
"CIB3",3.52204481189158
"CIB3",5.61139098197068
"CADM2",3.83350972430476
"CADM2",2.87495720538465
"C9orf66",3.79920344104286
"C9orf66",3.81937649385515
"HDAC9",3.07724196073828
"HDAC9",2.87671857359309
"SLC16A11",6.07621134819404
"TMEM67",2.83403884037079
"TMEM67",3.26272071371218
"HS6ST2",2.88682546708912
"HS6ST2",3.39329844174137
"CAMKK1",6.02020466283731
"ZNF625",3.77817019369528
"ZNF563",4.52771386508439
"LIN9",3.31677481239779
"CLEC4D",3.79275644727457
"CLEC4D",3.67722622727206
"SLC25A27",3.22236186524953
"GPRC6A",5.29316786584168
"RAET1E",3.43407183803059
"SLC44A5",3.18493587292206
"SLC44A5",3.65327595974985
"ZNF417",2.99013045710033
"ZNF781",3.27544816625968
"HELB",6.49870790024445
"HELB",7.33147795381549
"SEC62",4.79535248127748
"SEC62",7.54371324306103
"TRDN",2.86132148956528
"SOCS4",3.98578941201843
"C8orf31",4.94072179426757
"ZNF547",2.77625099306401
"SIM1",4.41558420732247
"PROM2",3.41650021928156
"TLR4",4.50551764168109
"TSNARE1",4.30141575140488
"ABHD11",6.33654833132684
"CAPN13",3.98326716031757
"STMN1",4.18925119169064
"TIRAP",4.96234061819069
"SIGLEC10",4.23402548082994
"SIGLEC10",5.85433481189034
"ADAMTSL1",2.79301782686823
"RFX4",3.80417403375085
"WFIKKN1",5.9341629653413
"SENP1",4.94999298852826
"KLF14",4.70927011734925
"KLF14",4.26726968033977
"NXNL2",3.72812603111955
"BRS3",3.42975620025145
"LINC00205",5.4263581719262
"TMX3",4.27902212710678
"ZNF396",3.05446696900383
"SLC26A7",2.63011722198398
"SLC26A7",4.68063473325568
"SNX18",4.57469842214666
"FBXO39",4.57422277411749
"B3GNT6",4.38526617103766
"B3GNT6",5.4695373577481
"DENND1B",4.87149956027773
"ZNF619",5.93518685617712
"ICK",2.4439882162578
"FAM71D",4.70182996925253
"BCL2L14",3.90188819126602
"HS6ST3",3.96334011844754
"SLC26A1",3.27471486571267
"CLDN15",6.5569177934135
"RAB42",6.43672701024356
"PTCHD1",4.53503138672079
"M1AP",2.93342702002127
"ZSCAN4",3.23117638907859
"ZSCAN4",3.74977025358742
"VWA5B1",3.46331228528041
"VWA5B1",4.66437808535514
"LINC00311",3.60671126846339
"HTR6",3.83157326113368
"MAGEB6",2.67624745153701
"ELOA3",3.68756292140985
"RUSC1-AS1",6.28702379806223
"CACNG6",8.53109044244797
"LMNTD1",6.06335774512167
"CIRBP-AS1",5.79999708783557
"AXDND1",3.0702473600636
"ASMTL-AS1",5.03306904805069
"ASMTL-AS1",6.13462047602192
"CD200R1",3.11712494483174
"LINC00334",3.95702376994775
"LINC00334",4.53887327051509
"ATOH7",2.70606890707798
"ATOH7",3.70935759967806
"SEC16B",3.48582771665677
"AMER1",4.3455788547149
"NKX6-3",5.29264027305221
"NKX6-3",5.98905671762219
"TBATA",4.04632022316119
"EXOC3L2",6.81590719862052
"CABP4",4.69106205299509
"TNFRSF13C",6.51369844148324
"CAMK2N2",5.87456148695129
"ANKRD30BP2",3.42181676420085
"KCNG3",3.88778586491708
"KCNG3",3.66086266812847
"LINC01312",3.06830786495437
"LINC01312",3.26096723289187
"FOXP2",4.34670977680407
"B4GALNT2",4.7403751689576
"NETO1",2.56929087389201
"FMR1NB",2.80202929256705
"GCSAML",2.96274394436523
"SIGLEC11",4.20898169146102
"SIGLEC11",4.03452201771377
"IL23R",3.21866247762725
"MAGEB18",2.73491792597198
"CD276",4.46591350065548
"IFNL2",4.38326023044225
"IFNL1",4.76945499491429
"C4orf36",3.15507611790404
"FIGNL1",5.5757132269592
"RIMS1",2.996903295696
"PITPNM2",4.62051053661459
"PITPNM2",6.26038843291058
"PCDH10",4.05434034656886
"TAB3",3.49710390585759
"TAB3",3.69740891622774
"GRK7",3.82910952029879
"MMEL1",6.97674732835503
"PDE8A",5.34650515256588
"NLRP6",3.91778712601253
"AKNAD1",3.9276381728151
"RTL3",4.53510161927367
"ATRIP",5.60059488828766
"ZIC5",3.7126330700091
"ANGPT1",2.76389616612841
"TEDDM1",4.26861477446351
"LOC149373",5.1079975171295
"GABRG1",3.08693325259565
"PANX2",7.65568985912144
"ZNF114",3.38897721792242
"ZNF114",3.23876409011105
"CCDC27",4.98896632327148
"CFAP161",2.99117129327466
"RBMY2FP",3.40548091880584
"NEUROD2",5.40551575442753
"C5orf17",4.13812167912934
"LINC00208",4.50617526680684
"DNAH6",2.99241312786925
"LRRC15",4.11760306129002
"CFAP46",5.15802624711709
"B3GNT7",4.49247747578099
"CBLL2",4.77654747472397
"ZMYM6",3.52813285494015
"ZMYM6",3.73076435410182
"SGCZ",3.49832782746697
"LINC02551",2.77134695469388
"WNT9B",4.09411518578686
"DNAJB13",5.23745785281899
"CNPY3",4.94560533315147
"SCAMP1",5.37154091115928
"LINC00471",3.21966842516583
"HAS3",4.62566929515854
"FGF4",4.00242153536068
"SLC30A8",4.33080869082523
"LOC439933",2.58864848428728
"C11orf65",3.20925172584711
"FAM71E2",3.47981098597358
"OR5P2",5.52378685025488
"DYDC1",2.53749157383064
"IL27",5.48426631770015
"IQCF1",4.51649030500128
"DEFB125",3.76118693223716
"WFDC10B",3.75400437366736
"DEFB105A",3.73755536378164
"PKHD1",5.35142236851413
"PKD1L1",3.47504198362632
"ADGRG4",4.12502546345307
"TENM1",4.17264481730898
"REXO1L1P",3.41760784883735
"TAF1L",5.87348965410299
"CNTNAP5",4.13203914787406
"RECQL4",6.56881185015984
"ADGRF3",4.85991066774276
"TMC2",5.57839126115015
"SMCR5",5.01793882627636
"BICD2",4.39399075320242
"ZIM3",2.88138661695132
"NOX5",4.22992830146756
"DAOA-AS1",3.296117568258
"ADGRG6",3.65633746026576
"KLHL4",4.91435525415328
"GPR156",3.72568343673211
"SUOX",4.36522451110974
"ADGRF4",4.99039206739722
"IL31RA",3.31563744401696
"SYTL5",3.88281661599783
"SDCCAG8",3.55620086547066
"ADGRF2",3.48585553024913
"SYN2",4.22090174629133
"ASB10",7.33543340606329
"HTR3C",5.12260816244043
"NFKBID",5.12979258755399
"CD300LF",4.8049506509573
"GJA10",5.02307735835382
"WNT9A",3.44936260653524
"GAL3ST2",5.66771441149471
"PIP4K2B",6.6296568809343
"PIP4K2B",4.79408767352661
"ODF3",4.00478328557868
"WFDC13",2.79022198498238
"CCDC197",4.45111270556121
"SLFN5",3.72064641304594
"SERPINB12",5.11571778176961
"GIPC3",4.28415668014712
"PGLYRP3",3.82717205463936
"PSKH2",5.00493857484198
"OR6W1P",4.88815956698416
"MOGAT1",5.27051319270096
"GPR78",5.22667855397819
"H1FOO",5.03336133095967
"TAAR9",4.82357089857886
"GNRHR2",5.25345320393726
"MYOZ3",3.50251146287415
"MYOZ3",4.49036511814228
"BNIPL",3.67966483324079
"ASB11",3.46152850443051
"OFCC1",2.75010854406462
"OFCC1",3.99757095440876
"SDR9C7",3.57630406029703
"OR5P3",4.60002356174232
"TRIM40",4.23380401798436
"CSN1S2AP",3.58614524191242
"WFDC12",6.99186766250232
"CRYGN",3.95242863909947
"STARD6",3.31812951934393
"C11orf40",3.05909939016346
"C18orf12",4.11239538600193
"BCL2L11",6.93722702542869
"WFDC2",4.05533205016591
"DEFB119",4.40296636980532
"TAC4",4.83818729042553
"BCL2L11",6.71682958701806
"TIGD1",6.95130100495841
"ALKBH5",8.56913225838687
"CCDC69",7.85354185486102
"NFX1",8.23307719546793
"DSG2",3.40134194875659
"C5orf24",3.27156434705063
"C5orf24",5.27801860334164
"C5orf24",4.63649725142643
"KBTBD6",4.26726968033977
"CDK8",5.65091271097428
"CDK8",6.82505785507545
"PTK6",5.92331190329495
"NKD1",6.0127279027068
"STK38",8.20695746609604
"THEM4",8.73878256905767
"CLSPN",3.38159122902654
"RBAK",3.69659265486472
"WDR62",3.77901079779255
"WDR62",4.61343630046463
"SLC39A12",2.96326640078461
"RNF168",3.23758133522875
"SVEP1",3.1049391213018
"LOC652276",5.59784889318386
"GATA4",5.22356893142364
"TC2N",8.74036126935651
"C9orf72",6.63941017083267
"C9orf72",3.70284697552629
"KCTD18",6.97544152920357
"KLF11",2.92436256340488
"ANKLE1",4.14119233334541
"PLXNA3",4.31228011383335
"PELO",3.10407076376047
"LACC1",3.98258614869223
"LACC1",2.74477415684547
"TAPT1-AS1",6.6886315093767
"C3orf30",3.38153143770072
"RANBP3L",2.87476809028502
"SNX13",5.72398817737453
"KDM1B",3.16772795905551
"ATP6V0D2",3.58889137689167
"ATP6V0D2",8.10718223365366
"ATP6V0D2",6.05481832562934
"LHX4",4.83686431761893
"LHX4",4.04133418963471
"CEP19",4.1585112716554
"DNAH11",5.7098060011463
"PROSER3",6.1697861103554
"ADPRHL1",5.04606697413116
"SYNRG",7.42375050644655
"CDH24",5.56408396559308
"SEPSECS",3.62702778453169
"GRIK5",5.27950621458616
"LRRN4",4.95433519995539
"LRRN4",3.68397843851382
"ZNF777",7.27684277986683
"JPH2",5.37410485812095
"PDE5A",3.65280677330134
"SH2D1B",3.53630172802991
"SH2D1B",4.15135161550846
"SSTR3",6.628314846366
"ADAMTS19",4.38960533563615
"ADAMTS19",2.62902875617727
"DDX31",4.97758449129503
"UMODL1",3.31592638238421
"RASEF",9.87270725921755
"RASEF",8.74251086521973
"PARD3B",3.63337780861608
"PARD3B",5.3432474922416
"DST",3.0342162723792
"ZNF441",3.01222744480877
"ZNF441",3.2513319441395
"NEGR1",3.15373999548159
"FCRL3",3.47732468668221
"DCAF4L2",3.25325248234911
"DCAF4L2",2.82095521960178
"STOX1",3.17109668195092
"MIR1-1HG-AS1",5.62117637630905
"MIR1-1HG-AS1",6.2081020893588
"ARL10",6.39204564944915
"ARL10",4.8769837829385
"RNFT2",4.66485287622636
"ANKFN1",4.47040725232546
"KRT78",5.48891898162083
"KRT78",3.86738568622193
"CCDC7",2.57721443627524
"CCDC7",4.59639201249283
"ZNF41",4.18617119536397
"ZNF41",4.3501715530111
"ZNF512",8.16073180834116
"AMMECR1",4.50788972357348
"FAM117B",7.38856064400319
"ZNF583",6.72768958674157
"OXER1",7.78597459356118
"LUZP1",4.3272389421407
"ZNF75D",4.10476696932807
"LINC00052",4.00876635421649
"BRWD1",7.45709629344823
"CCDC89",2.80725424299031
"ZNF572",4.27193572497614
"RMDN2",3.7845318872048
"ADAMTS18",4.9936693325246
"PCDHAC1",6.40440963702992
"PCDHAC1",5.59877124919406
"HIPK4",6.40573697125628
"FAM124A",5.60198554161143
"NKAIN3",3.61694284316649
"ITIH5",3.7208553196867
"FANCB",3.18854153342287
"POMK",5.75180723279761
"ZNF709",3.29635675886165
"CCDC57",6.98734701395199
"SMC1B",3.54804903272165
"BRWD3",6.05927966845577
"ASB16",5.7391635903532
"MAGEE2",3.32628021935172
"ERVV-1",3.92236549385639
"GAL3ST3",5.28772941858225
"FLJ30679",4.55122719255087
"C2CD6",3.14003079361482
"C2CD6",2.86034873779975
"UTS2R",6.57676198150773
"USH1G",6.79931279457832
"SYN1",5.86839344032994
"SLC23A3",4.47107312027517
"CNOT6L",2.63380239550672
"CNOT6L",3.48541455952972
"RHBDL3",5.22586537872322
"ZNF718",3.70114546266711
"DIP2B",5.19508879212157
"SLC36A1",6.05441940360407
"SNRNP48",5.31804326246426
"ZNF560",2.98436925120968
"RTTN",3.02822574315343
"BTNL9",6.15953168709584
"PUS10",3.91028081891636
"PLCXD2",5.07785064095696
"UMODL1-AS1",4.15924955916424
"LMLN",5.26237746683084
"RAD9B",2.95310719278466
"ZNF555",4.95727403855463
"NYAP1",4.54566547738615
"SGK494",6.96951050531021
"MRGPRX3",4.281729773046
"ABCA13",2.62727966810683
"ADGRG7",3.60809781239063
"CSF3R",6.35502006162255
"C17orf77",2.8944074470158
"DUSP5P1",2.82240768055137
"DGKH",3.92698105567725
"TMEM182",3.19491762371874
"C16orf46",4.41286024294921
"LSM14B",4.16533229719247
"CASP8",6.37674417186244
"PLB1",3.23277120071024
"C20orf197",3.45145102634499
"SLC5A3",4.61009765016715
"KIF19",4.20298853021618
"SLFNL1",3.26013295503786
"GPR82",3.60456235150255
"GPR82",2.97345865982538
"RIBC1",5.03899345352916
"OXGR1",4.14310421485135
"CDC14C",2.5281564796366
"SULT1C4",3.87191589384544
"TEAD1",3.18426952922191
"CATSPER2",4.60156498790919
"POU5F2",4.02347167520781
"RXFP2",3.40722009938121
"BEND7",4.30314078855201
"SLC18A2",4.07724381405912
"SSMEM1",2.80567169650929
"SSMEM1",2.95847949276977
"MAB21L3",2.79301782686823
"BASP1-AS1",4.360254159998
"MIER3",3.72154088500253
"SDE2",5.18750802994904
"SLC35G5",6.06218788538691
"UROC1",3.56043360056227
"PCDH15",2.89950463354199
"TNRC6A",5.20622474618752
"KCNA6",4.99209274194213
"NFX1",5.68956088017299
"ARID2",8.62676626918255
"AMER3",4.51176408356533
"OTUD7A",4.55499262725686
"ERVW-1",4.25691201632387
"LINC00889",3.40624192968836
"FBXL18",6.85095831720247
"FBXL18",6.59772142452183
"DNAH6",2.78348492025679
"LINC01600",3.93324281782624
"PNPLA1",3.72836665662569
"DEPDC4",3.43454209907646
"ANKRD23",6.29144107622541
"COX6B2",5.76158393275401
"FAM129C",4.46890162296032
"EPHA10",3.67025342082797
"WDR64",3.92868890393954
"BTBD9",4.18517516161902
"AXDND1",3.27691931314617
"HEATR9",3.64311194382837
"PARP15",4.03993538164088
"ARHGAP42",2.69121499345065
"LINC01101",4.87706705544114
"MFSD2A",5.45229848723319
"ATM",8.17625678778229
"CALHM4",4.21342427645644
"NPHP3",4.84198105628656
"ATG9B",3.79955559845772
"CXorf58",3.70085028694813
"EFCAB3",3.2830467131801
"TFAP2B",2.84161231665512
"CD200R1",5.55341192864225
"CCDC13",4.80332029857894
"CCDC13",6.86895028859781
"LINC02210",5.78199466037237
"LINC02210",4.28659598474661
"MRGPRX1",3.92973954645278
"HFE",2.82738404275942
"RLN3",4.22252492535328
"CSMD1",4.11865981467606
"MACF1",5.56043520186634
"ADAMTS20",3.35739369747067
"ABCC12",4.59937020672492
"SALL3",4.13617424826687
"AGBL4",3.78895846990484
"LCAL1",4.31865691237454
"SLC17A8",2.85302548927685
"C11orf44",4.33970331071508
"CNTNAP5",4.27804978830804
"SATB2-AS1",3.72356891260841
"RBFOX1",5.3698646936964
"SLFN13",3.98053389446005
"C12orf40",3.35769298488766
"CFAP57",3.81818953641691
"C5orf64",3.63210228037289
"ADAMTS15",4.46259700422044
"LY86-AS1",3.74364307288575
"EDARADD",4.50369324954807
"OTOA",5.23456284289261
"CCDC171",3.04903573203617
"CYP4Z2P",3.3627500650327
"C18orf15",4.23236204348935
"MUC19",3.53179135157842
"KLHDC7A",4.81062431617079
"C11orf72",7.31360874479999
"AQP4-AS1",3.19120555745417
"CNTNAP4",2.50135359372715
"CNTNAP4",3.22521227652465
"FER1L6-AS1",3.62809705215177
"C1orf127",6.31265438159436
"AGBL1",4.30045079220667
"FLJ34503",3.50251146287415
"LINC00304",4.85539684263719
"LINC00304",3.82868653477992
"TERB1",4.33484049954825
"MYO1H",3.62446665020975
"ASB14",4.88087551248125
"RPTN",3.16945677447859
"LINC00269",5.68946102972278
"VSTM4",5.42261911442502
"CCDC150",4.37738138988985
"STPG4",4.17094360723638
"FAM9B",4.47335130827321
"FLJ40288",6.89426283392671
"CES5A",3.97994917038412
"CFAP47",5.63708963175197
"DCAF8L2",4.38114573191479
"HYDIN",3.41403188355678
"DNAH17",3.41435610217334
"SLC35G3",3.21824108275888
"LINC01931",3.50392359494761
"LOC100288966",2.88293410171257
"KIRREL3-AS3",3.88948850989705
"TMEM145",3.72178960192262
"C15orf32",3.07079786350762
"TSGA10IP",4.9936693325246
"LINC00477",3.37178881297465
"CCDC140",3.88568522283666
"C17orf78",3.84680190534724
"TEKT5",4.5203810167034
"TEKT5",3.39060165510474
"KSR2",4.07978183306381
"PAX1",4.22406615637643
"TDH",4.07548207993023
"TDH",2.93324301605607
"LINC00615",2.95284636933604
"SERPINA9",7.35813618069452
"FBXL21",4.10046802190758
"PALM2",3.34045876188823
"MRGPRX4",4.21581350722824
"A2ML1",4.51375464509444
"CPO",3.82475386796279
"GPR6",5.37175333190124
"MDS2",6.58112244428573
"CNOT9",7.02403335095777
"GJD3",5.41825794159612
"HOXC12",3.74731439988451
"VNN3",3.0170886812332
"VNN3",3.70360035759294
"COPS9",3.36312842033061
"FERD3L",4.79940140729983
"DEFT1P",5.04884795716443
"LINC00314",3.07932110374928
"DEFB104A",4.41540290769495
"NLRP14",4.73151586382787
"DGKB",3.01461227558095
"NLRP13",5.97764269124602
"NLRP8",5.16404119771895
"NLRP9",4.66493235784536
"TAF5",6.50311151368604
"TAS1R2",5.04358724148882
"ITGB1",5.95204280529163
"PCSK6",4.21712800944409
"ZNF341",4.83871289682138
"JPH1",3.4404461628973
"NLRP10",4.2763839557719
"RANGAP1",5.76919022365015
"MBNL2",4.29682290644234
"KRT73",3.69758509306438
"COX1",14.0646335994091
"KRT74",5.23072417676777
"SLC29A2",5.30251237476179
"LMX1A",4.0562153234429
"CCDC125",4.24735918770791
"GPR101",5.2730897448809
"ILDR1",3.98055266574774
"RBM26",3.58910432191636
"VN1R2",4.65032397719322
"VN1R5",4.32713578587121
"ND2",13.8924379278191
