"Gene","CD4_Tcell","NK_cell","M2","M1","DC_cell","T_helper","Treg","CD8_Tcell"
"A2M",4.668121714,4.559292,10.0690732,10.33576921,12.24290246,4.49409913,4.476353563,4.702959692
"A4GALT",5.770813619,5.88746575,6.66800816,7.095717286,6.693873042,6.910858217,7.611338,6.579365154
"AAAS",7.034364714,6.580815167,8.08171856,7.271164071,6.376935958,7.960595,7.429663563,7.231083231
"AACS",6.419351524,7.493406833,7.94986708,6.992274143,8.180090583,8.027186696,5.25366475,7.732983692
"AAK1",11.24684614,10.3081735,9.28455268,9.004047071,9.01768975,8.954836696,7.707110813,11.32975615
"AAMP",7.90754719,8.078945917,8.61698628,9.246879214,8.694781542,8.505426391,7.46734075,7.690788231
"AANAT",3.333556952,3.291890833,3.68631484,4.113475214,3.668357292,3.598520348,4.400738688,3.688667308
"AASDH",7.252247238,8.178714583,6.30317444,5.730651071,7.442652375,6.522360609,5.848438625,7.773679615
"AASDHPPT",6.699457619,9.0138055,7.79702184,7.584992643,8.514583875,8.374573087,8.513359188,8.692692231
"ABAT",5.881347714,7.156308333,7.93590472,5.812509857,7.405123417,6.79010413,5.501330688,6.926827923
"ABCA1",4.152372952,4.24166125,9.75938376,8.670813857,7.245706792,3.689870826,3.76229325,3.939069692
"ABCA2",5.390532381,5.595565583,5.57203888,5.637480786,5.285308042,5.401357043,6.654109063,5.503382
"ABCA5",6.022968857,4.412654583,3.92327436,3.897275929,3.57914625,3.424639087,4.978276938,4.025764538
"ABCA7",6.45102019,7.05980825,6.83668788,5.950373,7.176319208,6.253071739,6.652513188,7.829220923
"ABCB1",5.736753,8.54137725,4.87829148,5.731630071,4.893260458,5.436129696,6.430991188,7.180315538
"ABCB10",7.382171476,8.126800417,8.08554856,6.643997786,9.134379083,7.824423261,5.514502,7.165603923
"ABCB6",5.208143714,5.364800417,5.90121572,6.182616357,5.603898083,5.85446613,7.340575063,5.855217231
"ABCB9",5.386219762,5.136667583,5.27545932,5.875276071,5.079856708,5.932932261,5.112353938,5.579903308
"ABCC1",9.218996905,8.361389417,9.30042072,10.43066364,9.896759208,8.688471957,9.416105063,9.091972077
"ABCC10",7.207031143,7.75020375,8.25540812,8.201977929,8.998256333,7.035231957,5.205847188,8.103962462
"ABCC11",6.115486429,5.43550525,5.14267088,5.767965286,5.237089667,5.282059913,4.616511438,5.216923846
"ABCC3",5.400157095,5.461106083,7.59963096,7.138108571,7.440621958,6.001374652,6.535721188,6.088535308
"ABCC4",4.812195619,4.626157583,4.89337756,5.159030643,4.582153333,4.499317217,6.998176625,4.517004385
"ABCC5",7.41111,7.306735917,9.17709212,6.529428643,8.567185625,7.75382313,5.398831875,8.032490692
"ABCC6",4.301681476,4.3686775,4.46477308,5.830667786,4.567169,4.684134652,3.793091,4.453670154
"ABCC8",4.907186286,4.6877915,5.06576308,5.377716143,4.760753042,4.889808652,6.565334938,4.884026538
"ABCC9",4.794202429,4.484063917,3.39944172,3.626802571,3.390287333,3.807585826,3.378716188,3.898736692
"ABCD1",5.689446,5.6822755,7.73117828,8.200551286,6.631218,5.983593217,5.843004063,5.909428846
"ABCD2",3.380828286,2.911653667,2.7014352,2.843235929,2.77247025,3.024841826,2.906677875,3.849841615
"ABCD3",8.552168571,8.787709167,8.79399764,7.422813929,9.1264055,9.657807957,6.677074938,8.997016
"ABCD4",7.142083429,7.25863675,8.16332472,6.862381071,7.7730725,7.486043261,5.366224938,7.538894692
"ABCE1",9.150205762,7.8940215,9.20959284,8.871334786,8.817116833,9.792446826,11.46804669,8.276624923
"ABCF2",7.080318524,6.454626833,6.040379,6.158512929,6.416525833,7.106735696,7.982655063,6.945887923
"ABCF3",6.652125286,7.398019333,8.02153788,7.446315857,7.878966292,6.938108043,6.88766825,6.390208923
"ABCG1",4.855439238,4.870901833,7.35460956,4.522678857,4.579449458,5.101036261,4.354043625,7.011595308
"ABCG2",4.273391714,4.5599075,7.33625044,6.506427786,9.067367,4.88073887,4.080681688,4.070539462
"ABHD1",4.397270381,3.935229083,3.95249076,4.402058857,3.867568,4.191950739,3.291990688,4.267405692
"ABHD11",6.689551,5.931887833,6.34299996,6.859945714,6.274954583,6.417874522,5.120737,6.433271
"ABHD12",4.304256476,4.899529833,8.4856454,6.587925786,7.313278542,4.362841478,5.101512563,5.021684308
"ABHD13",5.546002429,7.684254083,5.42025908,5.382734857,5.93459675,5.005424565,7.504105125,6.434466538
"ABHD15",5.120146762,8.4158835,7.24432836,5.809528286,7.142321917,5.672447348,4.758166813,6.042284462
"ABHD2",6.209244,6.969443583,7.85865304,8.660958357,8.106865875,6.308681478,6.327517438,5.726374538
"ABHD3",8.848548619,9.323119917,9.63424672,8.934070143,9.617184542,7.976366913,5.50147325,8.731227462
"ABHD4",7.415628762,7.836904167,8.63796468,8.873062857,8.956667167,7.50685513,5.282696313,7.392199462
"ABHD5",5.121700762,6.500061833,6.6136578,5.4765705,6.220880083,4.92649087,6.039739375,5.218942923
"ABHD6",3.453936095,3.413993,3.64161512,3.840899714,3.533965958,3.976096913,4.263778188,3.766996385
"ABHD8",4.224217238,4.51928875,5.913308,5.747101857,5.26142675,5.468134087,6.180350625,5.114286923
"ABI1",9.187004476,10.1712545,10.38966264,10.61173571,10.14719583,8.462227174,8.504941438,8.550796692
"ABI2",6.838950667,6.769792167,6.89627532,7.245595857,7.434122,7.893988,6.4346375,7.062833615
"ABI3",6.160814905,7.877502417,7.36091972,7.690075071,7.056970792,7.454900565,5.95577425,7.037322385
"ABL1",6.829346095,8.073822417,8.30839252,7.456664357,7.725303083,7.550588652,5.459130313,7.380365231
"ABL2",7.716657095,6.900048167,8.4603366,9.230105857,9.236371,5.82183413,6.744687625,6.774053846
"ABLIM1",8.362757238,7.516380333,5.27070484,6.112691214,5.38645875,8.042961913,8.800059188,9.466834538
"ABLIM2",6.042966667,5.979705667,6.1851594,6.526233643,5.896205625,6.330363435,7.135530813,6.460608846
"ABO",5.091041429,4.981348,5.64162028,5.708023643,5.828957792,5.837830565,6.02272075,5.515797692
"ABR",5.237466619,6.134180917,9.01926188,8.3383435,6.755410667,5.605064957,6.36523675,5.628940154
"ABTB1",4.636447048,4.487245083,4.92780824,4.881563714,4.490042667,5.088887348,3.933648375,4.915491615
"ABTB2",5.388069857,5.1568095,5.51518024,5.739677786,5.650844,5.878033522,6.622186563,5.764840077
"ACAA2",7.810603714,9.721305583,10.61743444,9.675042,10.96975542,9.492141478,8.60044125,8.409558308
"ACACA",6.60643619,6.799839583,8.36746412,6.826633357,7.844085875,8.001267174,5.861400875,7.136767231
"ACACB",6.324713476,5.436122833,6.43384844,5.4578945,5.559402792,5.826919478,4.922931938,7.612960923
"ACAD10",4.413264286,4.483822333,5.54706856,5.042008857,4.605466292,4.991857739,5.101011563,4.861233615
"ACAD11",7.023497286,6.500329417,6.81925804,5.546338357,6.1694055,7.096909261,6.146704938,8.190637462
"ACAD8",6.811757714,7.149618667,7.37483916,5.910794214,7.101850417,6.482973957,4.959428938,6.292642385
"ACAD9",6.084136619,6.27499025,7.94307236,7.498872214,7.366576833,7.847831478,6.474868375,6.420809462
"ACADM",9.316345429,9.21911825,9.91677116,9.735154357,9.833437292,9.34325213,5.22530425,8.927448231
"ACADSB",7.598106048,7.475837,5.8286572,5.260130071,6.175923375,6.145100391,4.308565938,7.854425769
"ACADVL",8.379164143,9.319851917,10.83201348,9.697091286,10.57679521,9.669768217,7.903681125,9.272539385
"ACAN",5.90974319,5.04768925,4.90553104,5.260132071,4.747018333,5.414931609,4.206348688,5.502636615
"ACAP1",7.785393619,8.700518917,6.47129528,6.283552786,5.79485125,9.03053887,5.498211,9.650506923
"ACAP2",5.623004762,7.324275583,6.99071368,8.171805357,7.776242708,6.68669287,7.34615675,6.786970846
"ACAP3",5.718321524,5.54171575,6.48223828,5.946727786,6.057144333,5.885727783,6.033653438,5.522256538
"ACAT2",6.786890857,7.262963583,6.62381728,6.357494786,6.847966083,8.440178261,8.082172,7.625404846
"ACBD3",6.556317095,7.66537525,7.49253916,6.713778429,7.356167667,5.738379565,7.876190688,6.479580538
"ACBD4",7.082820476,6.491967583,6.93109724,6.831973857,6.400763583,7.297687348,5.992155375,7.455429231
"ACBD5",4.354802571,6.885010583,5.95720536,6.613554071,6.99574875,5.22995487,6.278515188,5.001331077
"ACBD6",7.070084667,7.791774917,7.66497912,6.846689643,7.614150583,8.581656739,8.41462325,8.106771923
"ACCS",7.554420905,6.8626885,7.75700348,6.4020235,6.9463055,7.058551478,5.87480325,7.912892846
"ACD",8.02526081,7.990438417,7.0521128,6.497203786,6.666722625,8.790219609,7.0446685,8.010220462
"ACE",4.607629571,4.383037333,9.32524752,6.185830786,8.273999708,5.273566696,5.507102938,5.047807615
"ACER3",5.033859381,5.144394333,8.5631018,7.894391857,8.779605167,5.467566348,3.922718938,4.944051846
"ACHE",3.490807143,3.3429715,3.78305372,4.071754571,3.844808792,3.733857217,4.768115375,3.862753923
"ACIN1",7.213367952,7.41802325,8.21319628,7.280149643,6.878322625,7.375366478,8.072510125,6.840507
"ACLY",6.366811286,7.40537075,8.44255048,8.063670214,8.363888583,8.231564348,9.952829375,6.692858538
"ACO1",6.594109714,6.8123115,9.03835388,9.729278357,9.371114333,6.683561565,4.244627688,6.240720538
"ACO2",7.927765857,8.176404,10.0420822,9.965476929,9.325919583,9.475670261,7.948277875,8.240417308
"ACOT11",4.835575,4.849268083,5.68067828,5.961488857,4.759326583,5.328523,6.276241313,5.549099769
"ACOT2",5.632124143,7.589555,9.47311784,8.433191786,9.158449417,6.500157043,6.753603125,5.732049308
"ACOT8",6.702918286,7.1485115,7.37607936,7.166768357,7.716819833,8.182629435,6.74962225,7.169251846
"ACOT9",6.133345619,8.052027833,9.27545532,10.29620443,10.91457238,7.795796435,7.08330775,7.223536923
"ACOX1",4.158920714,4.153127667,4.420851,4.583151214,4.755596458,4.389426,5.197138,4.472359923
"ACOX3",5.602014762,5.659172,7.25426612,7.149163643,8.386052125,6.99996313,6.489614438,6.011720923
"ACP1",9.570491238,10.048041,9.507931,8.405844429,8.952580458,9.761936,8.901372188,10.18823546
"ACP2",5.802024333,6.543015917,10.31449428,10.55564136,9.425685958,6.903729696,5.6443235,6.143490692
"ACP5",7.231323429,6.704536083,13.42048992,11.69600171,12.51149063,7.478337391,5.652567188,7.007282308
"ACP6",7.185734,6.4602655,6.44274108,6.328250857,6.644018125,8.027618826,5.29290825,8.157369846
"ACRV1",5.257405095,4.50229125,4.46174788,4.996345714,4.4641985,4.558438913,4.315878125,4.530697846
"ACSBG1",4.060489238,3.779662833,4.04170172,4.071182071,4.061407958,3.925209913,5.888862813,4.071834462
"ACSBG2",5.374494238,4.682264583,4.44742748,4.877429143,4.439778042,5.135955739,4.074517938,4.897621923
"ACSF2",5.442219,5.642667083,7.969368,6.334999786,8.254617,6.259022348,6.115592813,6.136093769
"ACSF3",5.92780281,6.108102583,6.8509628,6.526999143,6.22998375,6.890107609,6.342313438,6.478979923
"ACSL1",7.483184381,7.577183667,12.07318432,11.81649357,11.96219025,7.766363913,7.597225438,6.687985538
"ACSL3",7.593674952,7.21221525,10.35164068,7.896341143,9.534978625,8.123902261,5.362467188,7.023215385
"ACSL4",6.373954952,6.355902167,7.83275232,8.434617429,8.753224833,5.738029087,7.16328375,4.511074462
"ACSL5",7.224482429,8.388947,9.05801348,9.8770785,9.737815917,8.331112565,8.33282675,7.650368154
"ACSL6",4.935783905,3.413969667,2.87613944,3.015449214,2.997274792,3.606084826,3.970354938,5.884481846
"ACSM1",3.963675333,3.607682083,3.87142896,4.068658643,3.814114208,4.028101696,4.986785063,4.072075538
"ACSM2A",3.452502,3.61844425,4.02877048,4.227407214,3.795073667,3.420718391,4.306050875,3.771613692
"ACSM3",5.079634667,4.855576833,4.30020024,4.126894786,3.964945542,4.863908826,4.075256063,5.921966538
"ACSM5",4.451110762,4.34020875,6.09411424,4.960788571,4.980767375,4.234860913,4.103044938,4.067845
"ACSS1",5.385890524,4.975952167,5.17035188,5.569069357,4.966938875,5.184965348,6.256782875,5.284913846
"ACSS2",6.745871619,5.962063,9.25223312,9.214715857,8.478673,7.796893261,6.013237438,7.436499846
"ACTA2",5.553617381,6.48690575,7.95294548,7.797389286,7.908236542,6.772257522,6.363200875,5.215747462
"ACTB",13.52572238,14.07666392,14.07844808,14.45076707,14.08785588,13.12667726,14.11759094,13.78487323
"ACTG1",13.3085639,13.58307858,13.03035432,13.63606864,13.87811808,12.81286048,12.60019619,13.39467369
"ACTL6A",8.488023714,7.428001667,7.94584184,6.585505429,7.886837792,8.823883435,6.661047313,7.170948385
"ACTL6B",5.155430524,4.787338,5.04652744,5.465366071,5.05275425,5.367526522,6.2727515,5.371409154
"ACTL7B",4.62780119,4.4115445,4.94891748,5.190823714,4.605357458,5.207330957,5.829296,4.972942385
"ACTN1",8.95195519,6.066905333,9.92752664,11.07058907,9.876537417,7.896859174,6.018626313,9.038366769
"ACTN2",5.15891481,4.756753083,5.63050616,6.2466445,5.133522958,5.569298783,5.018028188,5.356544846
"ACTN4",8.262761381,9.241015,8.63765288,8.969753929,8.392935125,7.381518478,9.269439938,6.707607308
"ACTR10",9.632328095,10.24545983,10.74003532,10.58276271,10.98294046,9.225843696,7.81808975,9.754855308
"ACTR1A",7.44876419,8.144608583,9.17310956,8.941882714,8.578119708,7.780168957,9.699179313,7.200641769
"ACTR2",5.384450571,8.30999575,7.85046844,8.801161571,8.539792208,5.980386174,11.19859994,5.854077692
"ACTR3",12.38787571,12.8256535,12.63095584,13.41253807,13.26583838,12.23032665,11.95464975,12.77140415
"ACTR5",7.492422048,7.793554333,6.8604058,6.797235643,6.714549667,8.031512783,7.682444813,8.448389538
"ACTR8",7.358510524,7.674724333,8.26825276,8.247226,8.102038958,7.937679522,7.21355025,7.549503846
"ACVR1",8.087788429,6.677979167,9.08904184,9.043920071,9.347358542,7.744667391,7.145095188,7.166669462
"ACVR1B",6.354003286,6.431137083,6.49218696,7.254554,7.233026875,6.051727652,7.708869438,6.259135231
"ACVR1C",4.87745319,3.42957425,3.23000048,3.261091357,3.581682042,3.614869739,3.64868475,5.069307692
"ACVR2A",6.477597857,5.598998917,6.5800038,4.524981714,5.287990833,4.280575652,5.75363025,5.677117846
"ACVR2B",7.204826333,6.06011975,6.93590712,5.93246,6.209064875,6.709484348,5.253432313,7.087500846
"ACVRL1",4.756948381,4.437782917,5.52200904,6.1530905,7.13393125,4.82741313,4.876463313,4.778012308
"ACY1",4.491458429,4.370892083,5.00786388,5.228575929,4.603305458,5.219341435,5.846018063,5.111980538
"ACYP1",7.74252919,8.254874917,7.93222724,6.085384929,8.136457583,9.276182783,5.975028688,8.420272231
"ADA",8.686977571,9.275421333,8.14957208,8.353984571,9.580905208,8.936850609,4.087198375,8.829198077
"ADAD1",4.637033143,4.229770833,3.9341828,4.363098786,3.929926667,4.636741,3.37300475,4.458027077
"ADAL",5.238284476,5.274272917,4.89520568,4.612842,4.783949625,5.420264696,4.5330055,5.623902769
"ADAM10",6.111329952,7.923908917,8.02795584,7.836569357,7.91587875,5.368145348,7.28111725,5.241516923
"ADAM11",5.325439429,4.431766833,5.06157888,5.540383857,4.8062995,5.114225348,4.464118625,4.992144308
"ADAM12",4.41526819,4.43144875,6.0931722,5.198919786,7.300411417,4.490777087,4.612378063,4.420619231
"ADAM15",4.929195429,4.991035167,6.57783672,6.330705571,6.068991458,5.436713522,6.175171875,5.374705846
"ADAM17",4.40451319,4.520752417,3.95522332,3.992825429,4.587958125,3.88668487,6.120469938,4.175656615
"ADAM19",4.948241714,5.02092925,4.72946824,6.518251143,5.446733458,7.273267217,9.81538175,4.626517692
"ADAM21",5.28511681,4.67401675,3.79432164,4.383647429,3.95222625,4.238389913,4.383206813,4.306014769
"ADAM22",4.502220429,3.942858917,3.767466,4.4499695,3.915037583,4.294844913,3.36410725,4.140486846
"ADAM23",6.158988095,5.577581917,5.790316,5.944138643,5.822624,5.900140609,4.703634,5.722664462
"ADAM28",3.693435,6.46395725,4.94404324,6.915016143,4.406550375,3.528432913,3.778392875,3.867632154
"ADAM29",3.630473476,3.42190875,3.50301668,3.642370071,3.292621458,3.935619087,2.992457313,3.721390308
"ADAM30",2.637147952,2.735454917,2.64862312,2.669289143,2.775207875,2.579128174,3.112230625,2.617548077
"ADAM33",4.315811667,3.821676417,3.81480344,3.849526714,3.79613375,4.067484957,4.779952875,4.253448462
"ADAM6",4.647042857,4.414398917,4.41441356,4.782086357,4.355466792,4.736030652,6.099563875,4.665182769
"ADAM8",6.340480857,10.21617458,7.4327472,7.642431286,8.992857333,7.420684957,7.032028813,7.137879462
"ADAM9",3.764667333,6.548765833,11.39629276,10.81997064,11.86936425,6.087669043,4.4109505,4.948519538
"ADAMDEC1",3.75569519,3.528338917,9.34189256,10.08823914,4.666769042,3.413745261,2.871499063,3.170568692
"ADAMTS1",4.95323019,7.935106,4.66271924,4.885898429,4.689210417,5.217122391,4.749326313,4.794191077
"ADAMTS10",6.29856219,5.647800667,6.3675844,6.349437429,5.290256042,7.143259522,5.955560563,7.022210846
"ADAMTS15",4.618192476,4.400116083,4.8208166,5.080561286,4.664455875,4.964379478,5.655981125,4.911029231
"ADAMTS17",4.808631667,4.609342667,4.73830932,5.031643429,4.856416708,4.759611565,6.462375063,4.788684615
"ADAMTS6",4.636398857,3.87522875,3.53544596,3.900444929,3.714280208,3.73333,3.589612813,3.937682231
"ADAMTS7",4.307768429,4.388550833,5.32493012,5.304252,4.941514333,5.229858522,5.523461688,5.057793
"ADAMTS8",4.960641905,4.927401667,5.25049828,5.426668357,5.3387615,5.492508174,6.252389688,5.314077077
"ADAMTS9",5.189408524,4.570248333,4.10548132,4.3263145,4.1737395,4.265406609,3.533302688,4.240337538
"ADAMTSL2",4.369172,4.17924275,4.814336,4.931579071,4.618818833,5.164355522,5.821829563,4.857837
"ADAMTSL4",5.287668714,4.938720833,8.3054228,7.207543929,6.394239417,4.902026043,6.496329188,4.704897231
"ADAMTSL5",5.820666952,5.468565417,5.90625828,6.072468857,5.622973917,6.17944187,6.714572375,5.980847692
"ADAP1",8.13000819,9.564518083,9.77337428,9.377886714,9.319514708,7.792433304,6.22131125,7.899346154
"ADAP2",6.251743619,5.95054825,9.492651,8.925955071,9.076992208,5.482771957,4.44809075,5.771611
"ADAR",11.37624357,11.30231892,11.1281286,11.80990564,10.77269958,11.17475548,10.75876894,11.75550162
"ADARB1",5.524186619,5.36285775,6.05793552,6.078895214,5.675385833,6.41748787,6.980744563,6.094621077
"ADARB2",5.038635619,5.343193167,5.4609488,5.639023357,5.525192875,5.643889913,6.187946188,5.472327231
"ADAT2",5.371486905,4.437722583,4.19357824,4.184360929,4.37773325,5.221600913,4.313091313,5.365513231
"ADCK1",6.419760381,6.211031417,7.4493858,7.020946,6.440063167,6.718071652,5.1062845,7.422385615
"ADCK2",5.500251619,6.041268,6.70873176,7.142140786,7.071043125,6.953502,6.874089438,6.319000846
"ADCK5",5.146739952,5.063127167,5.77820408,5.3177905,5.475207167,6.481845913,6.203222688,5.671371615
"ADCY1",4.866423762,4.861514417,5.28408632,5.779222071,5.057029792,5.519073696,5.909716188,5.444224769
"ADCY2",5.772543048,5.039265917,4.71201948,5.1167695,4.977659167,5.252871174,4.628138688,5.104418308
"ADCY3",5.793464524,5.61433675,7.1751564,7.300677714,7.610808667,6.737837,6.275759,6.440961308
"ADCY5",5.360169905,5.057210917,4.92667956,5.187638643,4.928329625,5.097689739,5.945244438,5.272454846
"ADCY7",8.497137333,10.70362458,9.63724092,8.822768,8.75631725,7.475737913,6.6003185,9.012736308
"ADCY8",4.447174381,4.137748583,4.71854752,5.124516214,4.123684333,4.848974261,5.114970125,4.629303615
"ADCY9",5.217404095,7.522383417,7.64345876,5.737017857,8.180753333,4.327024826,4.155504875,6.205492769
"ADCYAP1R1",5.137927857,4.319836583,4.3868786,4.792744286,4.594651875,4.467936435,3.71513425,4.492634462
"ADD1",9.372074476,10.16094683,9.2445978,8.283534643,9.476662333,9.163974435,7.138424938,9.956935538
"ADD2",5.69665819,4.791470833,4.4701684,5.03894,4.8067335,6.039913957,4.03495525,5.098376923
"ADD3",10.1881661,11.43086058,8.5854412,7.611811571,9.290205375,8.731557261,9.658416125,11.04444723
"ADH4",2.912678,2.9040695,2.98892376,3.055691643,3.118830333,3.014404696,3.688824063,2.937423462
"ADH6",5.00817019,4.252518083,4.1230102,4.605353286,4.076210083,4.383149652,3.64402175,4.133804538
"ADHFE1",7.181004143,8.132856167,7.18966616,6.517284071,6.528907667,7.178223522,5.848094125,8.255775846
"ADI1",9.139250571,9.366526417,11.33485228,9.738850429,11.68014192,9.61208713,8.057859188,8.731578615
"ADIG",5.342368143,5.342556583,5.4709544,6.148938214,5.02942125,5.940563,5.374042563,5.972124615
"ADIPOR1",7.918615333,8.436857583,9.69731972,9.404937,9.654969958,8.246670522,10.07185894,7.875156231
"ADIPOR2",8.185811429,8.74869625,9.57352716,8.863761929,9.157709167,9.137589348,7.261448938,8.422786538
"ADK",5.824892429,5.358503083,6.51373468,6.503011714,7.026096708,6.149653391,3.723804813,5.402028769
"ADM",4.404503381,5.0111485,7.3238642,10.274688,8.336933375,8.035510391,7.930483625,5.141565692
"ADNP",9.395827286,9.432771583,9.31737956,8.135691286,9.558354583,8.903814043,7.78215975,9.292270846
"ADNP2",6.939464143,8.614924333,7.36433808,7.4508735,7.634661375,7.136877217,8.355160875,8.581400462
"ADO",4.619546905,4.47659225,4.88475424,5.436202714,5.365241708,4.906348391,8.328292625,5.007940385
"ADORA2B",4.871506048,4.670964917,6.5275432,6.5487625,7.338698083,5.291283435,5.54700725,4.465624538
"ADPGK",6.88274019,6.690946667,8.8652426,8.798863286,8.551780292,6.421923522,8.432298063,6.101492462
"ADPRH",4.054831476,5.707092333,6.75444724,7.378409357,7.629905958,4.646895,6.35356125,4.346319077
"ADRA1B",3.144520571,3.246041917,3.73756428,3.786435357,3.888109083,3.854025826,5.778409875,3.733891462
"ADRA1D",3.419571381,3.205287667,3.75256272,3.848040857,3.676775667,3.734284435,4.503102063,3.599258769
"ADRA2B",5.998959714,5.86405625,6.2146518,6.831540929,6.366019958,6.570849522,7.208084188,6.355703769
"ADRA2C",5.110444381,5.109326833,5.51856412,5.857657071,5.148068042,5.670947522,6.344814063,5.672198538
"ADRB1",3.373075762,3.552165917,3.62693132,3.792374786,3.652678125,3.881383826,4.560881875,3.781474538
"ADRB2",4.539137667,9.334784917,5.2747388,4.904745357,4.299292,4.075515304,3.95088325,4.945195
"ADRM1",7.898495762,8.36825,8.9285572,9.009140929,8.450793,8.097286739,9.336785313,6.826212462
"ADSL",10.00535005,9.036615417,9.87672648,8.751652786,9.538011375,11.15972148,9.240969625,10.99218408
"ADSS",3.727507429,3.6320875,3.50572328,3.586470857,3.522469375,3.427769826,8.701663,3.402552923
"AEBP1",6.824967952,6.119304167,5.87507228,6.114740571,5.908009083,7.083277522,7.632528375,7.004971538
"AEBP2",8.379534286,9.1434315,7.42940476,6.444657071,8.244053917,8.534881565,7.003185813,8.427993846
"AEN",7.478561143,6.796927833,7.08147504,7.096156,6.907923625,7.695983478,9.54431775,8.007486538
"AFF1",5.194097286,4.977504417,5.70307796,5.696274571,5.4460665,4.902814174,10.13287806,5.051968692
"AFF3",3.879668571,3.984775167,4.10129084,4.587973,4.083949875,4.411118087,6.253269688,4.374627462
"AFF4",6.008605952,6.225444667,6.34525216,6.000238071,5.276769417,4.840548348,9.525566125,5.887370846
"AFG3L2",6.121827571,5.434093917,5.67388448,4.679893929,5.039875542,5.278712435,5.605845625,7.048721615
"AFTPH",8.451888619,9.2568415,9.60564232,9.613261357,9.815706,8.90867413,10.50154744,9.255048462
"AGAP1",4.873415571,6.227145417,4.655997,4.553724857,4.587872958,5.004970391,5.011272,4.911077308
"AGAP2",3.351572286,3.682264333,3.94932732,4.136039214,3.738408917,4.09213113,6.106392563,3.940375308
"AGAP3",7.51476281,6.582187583,7.53429732,7.822871857,7.825736792,6.936467783,6.284111938,7.016984538
"AGAP6",5.885724286,5.45678675,5.43901996,5.827988714,4.948855667,5.519766261,6.99216225,5.753987538
"AGBL2",4.520734381,4.066349333,3.68934512,3.685397143,3.464886292,4.821995,3.793005875,6.297424
"AGBL3",4.268480905,3.263118417,3.39182536,2.669660357,3.127514083,4.020496652,3.26226675,5.388760692
"AGBL4",3.995187857,4.005631667,4.25966996,4.403926786,4.221554625,4.407046174,5.384299438,4.355187692
"AGER",5.39509419,5.20580425,5.4194116,5.596893286,5.223892667,5.578055304,6.143196063,5.892418077
"AGFG1",3.834174143,5.133691917,6.19035348,6.520492143,6.19236975,5.193003696,9.485678875,4.962859692
"AGFG2",6.302066048,6.6495295,5.88758376,5.9686785,7.55754925,6.536152261,5.358060438,6.383881077
"AGGF1",8.343607,8.643327,8.6627596,7.346521214,8.56882525,8.388033957,5.948485813,8.914903538
"AGK",6.01950119,8.407039083,5.6179632,6.028545643,6.478692083,7.244729435,5.780999938,6.427307
"AGMAT",6.03490981,4.527968333,4.56845828,5.046705071,4.667095375,7.411443391,5.534594813,6.015301077
"AGPAT1",6.886353571,7.497107833,7.99639908,7.233564857,7.761689667,7.531757348,5.87297775,7.397815154
"AGPAT2",6.683608667,6.9246445,9.14072404,8.634448929,8.240187542,7.37227013,6.767041813,7.117393077
"AGPAT3",6.001357714,5.614303,6.37208184,7.490747214,6.587131417,6.617884261,7.796621,6.147380231
"AGPAT4",5.040254381,6.954042167,7.998864,6.122082429,7.593404917,5.381517391,5.8275205,5.740530692
"AGPAT5",6.625779238,5.674785417,5.97041064,4.987641571,5.368597792,6.858797261,5.61812275,5.765533692
"AGPS",6.006904905,6.7421335,8.371527,7.035859429,8.567678708,7.132063348,5.999952563,5.446903615
"AGRN",6.350690048,5.677458417,7.3479488,7.896522429,6.910132125,6.203766,6.675588938,6.431875769
"AGTPBP1",6.489792571,6.66168475,5.64790228,4.798661571,5.653491667,6.291154783,3.974988875,6.650164385
"AGTRAP",5.671899381,6.39360125,4.77864188,5.172613786,5.195425458,5.213771696,4.073612125,6.178301154
"AGXT",4.374919762,4.25882075,4.34178744,4.371966786,4.674860417,4.464644,5.444588563,4.407645154
"AHCTF1",7.676335714,7.032642083,6.85878076,5.462942643,6.945354208,7.017391261,8.774494688,8.277584538
"AHCY",7.628158952,7.028351667,10.6031602,8.302364,9.261496667,9.174846826,8.01008925,7.696598231
"AHCYL1",8.199146905,8.433546333,9.35640252,9.210509429,9.654527917,7.520617087,8.180831938,6.895602538
"AHCYL2",7.291443095,6.400899333,7.34418012,6.848816143,7.706945708,7.060201826,3.721311563,7.439953692
"AHDC1",5.324998381,5.043574417,5.1576824,5.449046714,5.137171375,5.301527043,6.277810625,5.173226769
"AHI1",5.281536857,5.533721917,5.62326112,5.504557,6.192242417,6.489105348,7.923882938,4.905973
"AHNAK",4.596020952,5.698464333,5.60347188,6.308088429,5.152488958,5.060844304,7.959250125,4.866045846
"AHR",7.541652429,7.458312667,9.7545584,8.433771643,10.48892842,7.945791522,11.23508038,6.624989231
"AHRR",6.444865095,5.22584425,9.11955892,7.601451857,7.433259917,7.914045304,3.567805938,4.464751231
"AIDA",10.580259,10.60790475,10.69573268,10.11358193,11.09644458,10.51695713,8.8578555,11.31567908
"AIF1",7.839604905,7.75495275,10.45340024,9.275314571,8.08242025,8.655047652,5.403121625,8.795773385
"AIF1L",5.08456519,4.297762333,4.15356136,4.470237429,4.368158708,5.463607696,3.847465063,4.118198462
"AIFM1",6.719119524,7.1099605,8.9615498,7.972290286,8.857714083,8.829468696,7.241345313,7.202278231
"AIFM2",6.485630476,6.17086825,6.85744776,7.157713357,7.319106292,6.217652696,5.876971438,6.362794769
