"Gene","CD4_Tcell","NK_cell","M2","M1","DC_cell","T_helper","Treg","CD8_Tcell"
"NPC1L1",4.561679048,4.324781917,4.20548072,4.414997429,4.185490958,4.429836652,4.88335525,4.306004308
"NPC2",8.698744476,9.2974575,13.13479476,12.7599905,13.4066545,8.925289174,7.699688125,9.082037308
"NPCDR1",5.357192238,3.732285167,3.78144296,4.273453571,3.667676792,4.23348887,3.794495625,5.446450231
"NPDC1",4.853793381,5.0149125,6.20824432,6.046726143,5.524933958,7.039054478,6.714480688,6.294379538
"NPEPL1",5.754410571,6.08498475,7.09412176,6.326205643,6.822821208,6.317822391,5.578767125,6.099660923
"NPEPPS",8.628411476,9.227293,10.00140868,8.6103805,10.59378688,9.295330435,7.606728313,9.177077385
"NPFF",6.12565,5.428260917,5.80391,5.0681555,5.434394167,5.604459652,3.913582,5.575609538
"NPHP3",8.140268238,7.17243925,6.67257504,5.00884,6.203346,5.70330887,4.424983313,6.953054385
"NPL",6.590395238,6.755427083,11.40039356,10.41962971,9.614488417,6.141667913,4.566576938,6.667483615
"NPM1",12.65605595,11.89602283,11.91972212,10.58217207,10.92413967,12.05111604,13.48052713,11.94436569
"NPM3",7.41859681,6.307308917,6.57878688,5.710457643,6.66942325,8.169636522,8.73624875,6.618340308
"NPPB",4.60319619,4.472444417,4.8216068,4.982040929,4.665570583,4.82334387,6.124571438,4.828568615
"NPPC",3.432708429,3.496761583,3.8426942,3.776633857,4.424298042,4.183480217,6.262318,3.908637154
"NPR1",6.027791619,6.052278083,7.03222912,7.381431214,6.923295833,6.769834043,7.2300075,6.623710923
"NPR2",5.861038,5.14237275,4.90774696,5.278406429,5.014858125,5.919918304,5.26875425,5.631091692
"NPTN",10.34578114,10.74197225,11.98891408,11.901904,12.38402563,9.82010113,7.847454375,10.04419708
"NPW",3.025832,3.103589,3.40301924,3.313778286,3.736221208,3.641787609,5.580488438,3.415154692
"NPY1R",3.413947762,3.170974167,2.9413556,2.973453857,2.994871667,3.064063,3.455513813,2.996628538
"NPY5R",4.448936714,3.887956833,3.66430736,3.845949214,4.018407042,3.663948261,3.123353625,3.666278923
"NQO1",4.569066238,4.80203625,5.98900076,7.000928357,7.466159792,5.658578739,6.712305063,4.686357385
"NQO2",7.062608571,7.940349,9.54497572,9.075182571,10.54672983,8.114590652,6.278677313,7.004530154
"NR1D1",5.064302095,4.633289167,4.56295424,4.551358214,4.1897535,4.57977087,7.5358185,6.599906846
"NR1D2",5.968208619,8.77433325,6.07025884,5.595238429,5.957699208,4.145746174,6.276191813,7.789340769
"NR1H2",6.652494429,7.3553595,8.4444986,8.367795571,7.331027708,7.625326783,7.623847125,6.793856538
"NR1H3",5.013813524,5.766288667,10.25718792,10.10102664,8.427815542,5.878865261,4.598069938,4.782389538
"NR1H4",4.460210905,3.613410333,3.47998908,3.6558715,3.43310825,3.550133478,3.566660438,3.637702308
"NR2C1",5.048593048,4.265140583,3.58526804,2.941089929,3.372422875,3.691631826,3.591899188,4.987609385
"NR2C2",9.351112,9.567940333,8.76845756,7.510025214,8.43402075,8.610044174,6.829778875,9.067550846
"NR2C2AP",7.291372905,6.884669417,6.61667972,6.309419357,6.393569667,8.075420565,8.81716725,7.392790077
"NR2E3",3.602374286,3.546127833,3.55591508,3.701227,3.577611125,3.695871043,4.686478438,3.841730923
"NR2F2",3.562668429,3.29722125,3.46170404,3.583521714,3.635742333,3.644384913,4.697463125,3.547568462
"NR2F6",4.538935381,4.525652667,5.16018768,5.331471143,4.998234833,5.340922217,6.221082625,5.093609077
"NR3C1",7.351953,8.333077417,6.89140008,7.267910143,4.8717445,4.718947696,6.967056375,8.529676308
"NR3C2",7.252131,4.835497833,3.84121048,3.798445286,4.017820542,3.853060609,3.879119438,8.460299923
"NR4A2",8.837238333,11.44294008,4.08771368,4.915288786,5.691047792,6.465833522,8.682870625,6.930493923
"NR5A2",4.626331952,4.382782917,3.76101492,3.823392357,4.029993333,3.932489087,4.6019635,3.912099154
"NRARP",7.056688952,6.800710583,6.12326736,6.340179571,6.134472083,7.016267696,7.65615125,6.510815769
"NRAS",6.095952714,7.820579417,8.09219632,8.951260929,8.572795125,7.59638587,9.770270625,5.344153769
"NRBF2",6.252218,8.160574667,8.7251026,8.294569643,8.729197417,7.052663,9.135640375,5.775892385
"NRBP1",6.78290219,7.888997667,8.66995476,9.3102875,8.400034292,7.800537391,9.475728938,6.950697615
"NRBP2",6.271381952,6.597490333,6.60061152,5.849920429,5.89743525,6.423699696,4.146183313,7.128721923
"NRCAM",5.905884667,3.95690675,3.94686292,4.736314929,4.068830333,4.112324261,3.569910438,8.540212769
"NRF1",7.307699905,7.46912325,6.32410076,5.709843929,6.265765333,6.941978826,7.51288975,7.677185154
"NRG1",5.529692524,5.04406325,4.2325712,4.522677786,4.797351333,4.658781913,4.685366938,4.721068231
"NRIP1",8.868423048,9.6853775,8.9941356,8.2983855,10.3911315,7.297672435,9.754401813,9.167454462
"NRIP3",5.748042524,5.99623375,6.15988576,9.6976865,8.528214333,5.259317304,6.108870125,4.739927462
"NRK",3.076599048,3.12410475,3.15937988,3.195014143,3.188830458,3.420971,3.93737775,3.236113154
"NRM",7.194847524,7.693442167,7.93720416,7.936050714,7.660923375,8.729910087,5.011712563,7.440001846
"NRN1",4.754825619,4.291159917,4.06619812,5.335730571,4.338455458,6.693325826,4.224801,4.526945077
"NRP1",4.039609238,3.978757583,6.86489148,8.162774357,6.859518625,4.924727783,5.112598,4.431623615
"NRP2",5.409470333,5.168552833,6.7438418,6.717505,6.454238083,5.099511174,5.412496938,4.937984923
"NRTN",2.989857143,3.161285167,3.15247828,3.143394071,3.340029,3.648641696,4.2920565,3.558380308
"NRXN1",4.726448905,4.591877,4.62443756,4.725496643,4.375702458,4.832679696,5.5572085,4.776069846
"NRXN2",4.740799381,4.63012975,4.89840724,5.150343214,5.002653583,4.999234304,5.973157688,4.880634308
"NRXN3",4.005342524,4.0927675,4.41287,4.598517,4.611297458,4.35108913,6.547027063,4.538338385
"NSA2",12.61493114,11.84989233,11.7202366,10.157266,11.11237413,11.67299939,11.72919444,12.518065
"NSD1",6.90631981,5.980900667,5.46467704,5.292951357,4.750451667,4.612545652,4.383324188,6.195065615
"NSDHL",5.908557476,6.545215167,7.52105192,7.0232125,7.939042708,7.536592217,7.336888375,6.442170462
"NSF",8.503910667,6.907421,6.63657492,6.770302286,5.942271,6.098372348,5.837268063,7.716475077
"NSFL1C",7.218887952,7.051373417,7.84530176,7.507409071,7.325031958,7.415947565,8.791893188,6.468350231
"NSL1",4.788314143,4.1335075,4.11604164,4.038744571,4.449295583,4.507762087,7.493792625,4.084764846
"NSMAF",4.17922581,5.1783,5.72425548,5.854268714,4.74823,4.144549217,9.251850625,4.627299
"NSMCE1",9.50246181,8.992373833,8.9793334,8.450643357,9.225275458,10.79091939,8.74274325,10.14455931
"NSMCE2",7.736999,8.0519585,9.0733786,8.558529357,8.732198125,8.720783826,7.276017375,8.318435
"NSMCE4A",4.950957429,4.815551667,5.16093516,5.055025571,5.238388625,5.360355217,7.956494875,5.002959769
"NSUN3",6.996010571,7.6208335,7.55251044,8.499641286,7.889342417,7.819593783,6.858558438,7.442130231
"NSUN4",6.065721905,5.828708333,6.910157,6.656611643,6.790534917,6.815296435,7.98516825,5.466682308
"NSUN5",9.448188571,9.02088875,9.00153892,8.135042714,8.285124958,9.949425043,9.351459063,10.25955638
"NSUN6",6.40694,5.6551935,5.37577648,4.655974071,4.256560833,5.837372435,6.683912063,7.652457231
"NT5C1A",5.318674095,4.956981833,4.97814964,5.438504571,5.34585875,4.940680304,5.644955688,5.100104385
"NT5C2",9.335370286,10.01924933,10.33301316,10.15849771,10.524067,8.750343609,7.122479563,8.678126
"NT5DC1",6.818690762,7.70105025,6.81233864,4.612621786,7.150014667,6.974673391,3.907594688,8.616430308
"NT5DC2",3.876215048,4.064174333,4.50053,4.639214,4.535144292,4.542075391,5.874629375,4.379802846
"NT5DC4",3.814333333,3.690968333,4.74290596,4.159503286,4.643981833,3.896987217,4.82057775,3.709123769
"NT5E",4.213550857,3.52800975,3.43951768,3.822750714,4.131997458,4.428120783,6.125699188,8.26543
"NT5M",4.990056095,4.673241833,5.39660436,5.323900071,5.149922292,5.915930739,5.535365813,5.556277385
"NTAN1",6.90258819,8.18420425,10.27275508,8.593546786,10.14899704,8.110465652,6.893074813,7.075285692
"NTF3",6.069089,6.0185505,5.62030028,5.959268929,5.977770583,6.007397217,7.179198313,5.930159846
"NTHL1",5.075112429,5.494685333,5.22870076,5.377836,5.221646,7.215998348,6.006426625,5.873085385
"NTM",4.08675081,4.1832525,4.29811516,4.7455955,4.047953125,4.649090348,5.558559188,4.596662769
"NTN1",3.973950905,3.583232583,3.91062724,4.132098714,3.84358425,4.295717174,4.516788125,4.158149308
"NTN3",4.20447019,4.251904417,4.76082228,4.966246214,4.762325292,4.739294348,6.63854175,4.807335615
"NTNG1",6.741715571,5.990092833,5.6075252,6.115684786,5.880901625,5.98276,5.204256,5.926456692
"NTNG2",4.465542619,5.6231675,4.3300026,4.393846571,4.467657333,4.694903696,6.665047875,5.063800615
"NTRK1",3.346505905,3.416965833,3.55174364,3.753092286,3.406710042,4.901413739,4.4817095,3.657205615
"NTRK2",5.408114571,4.878168583,4.48200796,4.778367286,4.58557025,4.915408522,3.71007325,4.950411
"NTRK3",5.967129857,5.316625833,5.72606276,6.117585929,5.598955333,5.991686739,4.624289813,5.670303692
"NUAK1",4.661651762,5.8897725,4.26722804,4.592696429,4.223361208,4.180661478,4.391767188,4.369741077
"NUAK2",8.488669476,7.2203775,6.749004,7.651009714,8.235955208,6.362505783,5.307547,9.062718231
"NUBP1",6.990292714,7.183079083,8.53239624,8.268542286,8.157645458,7.770188652,9.28155175,7.015820923
"NUBP2",7.682285095,7.468580167,7.69082852,7.122140214,7.561102708,8.544787,8.072561188,8.090841538
"NUCB1",7.18034419,7.441363083,10.41901956,9.837068786,7.5308635,8.101191261,5.6492845,7.471693923
"NUCB2",8.862603333,9.82958775,8.15592752,7.107481,6.263070917,8.101462826,8.274310688,9.929136846
"NUCKS1",4.368717762,3.819240667,3.90113648,4.304636,3.864449167,4.389643565,6.642747063,3.907192846
"NUDC",9.141783,9.04737175,8.97973348,8.967119857,9.016621417,10.21712283,11.24197994,9.343228692
"NUDCD1",3.900892571,3.869237917,4.0976846,3.433907714,4.272798917,5.809737391,4.162948938,3.445752846
"NUDCD2",8.616970857,8.771763583,8.77819696,7.032952643,8.951605833,9.028089087,10.2858405,8.008836154
"NUDCD3",8.862431619,7.950969917,8.0982782,7.834039143,8.242162958,8.663392348,7.41671125,9.046987308
"NUDT1",6.965684476,7.385750583,7.3716818,6.599709,6.852383167,9.321642087,8.559035563,7.553707923
"NUDT11",4.750678667,7.493787833,4.55602264,4.891784214,4.61135775,6.167180043,6.681518,5.948136692
"NUDT12",3.443560952,3.176945917,5.29519936,4.261067786,4.867527167,4.088924522,3.153662125,3.453375385
"NUDT13",4.803730238,4.715364917,4.70163876,4.883154429,4.4761945,5.004428826,5.890195438,5.007249692
"NUDT14",5.687401381,6.4169115,7.36505032,6.776632429,7.145115542,6.917590261,6.415273688,5.929093231
"NUDT15",7.031701857,8.1655195,6.36689476,6.131505143,6.588284917,7.275891826,8.569350188,6.091598
"NUDT16",4.805116429,4.612415833,6.87077892,5.343890643,6.1132185,5.010358652,4.124212688,4.80543
"NUDT21",9.732683905,9.24684975,8.36282328,6.963802214,7.728405792,9.442323043,8.0661235,8.935330154
"NUDT3",5.169241762,4.418940917,4.32408176,4.749065929,4.708903208,4.41138287,8.76659975,4.512793
"NUDT4",7.083265762,8.062042667,7.5646558,7.341427286,8.326539417,8.654922478,11.1907015,7.512206231
"NUDT5",7.311816333,7.151858417,6.86343888,5.365304786,5.896004208,7.977397261,6.004867688,8.380615077
"NUDT7",5.385636476,4.641024667,5.0510248,5.428589929,4.615604917,5.506204609,4.393423563,5.127362077
"NUDT9",7.838629143,8.035485,9.22585464,8.398394857,9.349108667,8.643047957,7.856651563,8.695279615
"NUF2",3.541904905,4.70532125,2.88827596,3.250348071,2.969022583,6.94139087,3.34893625,3.426274154
"NUFIP1",6.915475429,6.793850167,6.09434504,5.604154714,6.005565125,5.732369391,9.146268,6.304945923
"NUFIP2",7.40174681,8.72933875,7.719694,7.893084286,8.377406542,7.689083,8.658381625,8.321763769
"NUMA1",4.674594286,4.652563417,5.98715936,6.862336857,4.30697175,4.187011304,4.872698938,5.261582769
"NUMB",5.769231905,4.75893625,6.29065528,5.552152143,5.093488417,4.110517913,4.21744475,5.250783154
"NUMBL",10.54194419,10.2796765,9.4105494,9.557053786,9.517951708,9.143416826,8.84160625,10.25784508
"NUP107",8.79675319,8.89185725,8.57999552,7.7123295,8.575692583,10.11477878,8.294199063,9.535066
"NUP133",8.488787286,7.822807833,8.42777288,6.925555071,8.154817583,9.288025478,6.564827625,8.269483154
"NUP153",10.1420461,10.092215,8.88581924,8.866483429,9.090843958,10.12791443,9.948113,9.926543846
"NUP155",6.62238719,6.9824725,6.69077504,6.086151286,6.723294125,8.669966391,7.04553425,7.123371308
"NUP160",5.569236333,7.168607083,4.93389928,4.911515429,4.901818583,5.522920087,7.36457725,5.895203692
"NUP188",6.480767667,5.15916325,5.27180276,5.112230357,5.095481583,5.363741696,5.040712563,5.319417
"NUP205",8.193412714,8.191195167,7.99632704,7.502944571,8.132518917,9.159234043,6.7645905,8.406093538
"NUP210",8.996211143,9.72104625,7.8808564,8.057708929,8.126835292,9.221644087,5.532706813,9.868820769
"NUP210L",3.654050619,3.324745083,3.29948152,3.549080857,3.24623975,3.160858348,6.39448825,3.432626154
"NUP214",7.625975524,7.452548333,8.67541224,7.281290571,7.435524333,7.045402261,8.593903,7.811378538
"NUP35",8.208078,7.68054025,7.02080444,5.5421445,6.535662208,8.368793087,8.703140938,7.168360231
"NUP37",6.129057905,5.7023945,5.43918712,5.646440214,5.714635125,6.101594348,4.723246125,5.953424154
"NUP50",10.45834914,9.813788083,9.27512944,8.059130643,9.070776583,10.08851196,9.689562688,10.13837231
"NUP54",2.854569286,3.259261417,2.775223,2.753684429,2.836934667,2.925295565,4.286472875,3.181437231
"NUP62",5.598554286,6.624281417,8.03330292,7.566520857,7.466329417,6.785390783,7.687149375,5.014375692
"NUP62CL",3.440985667,3.412519417,3.44108024,3.369362214,3.583375125,3.741522957,4.343365125,3.652606385
"NUP85",7.936987095,8.038961,9.2923224,7.539875214,8.598287625,9.40333913,7.785054688,8.386534
"NUP88",9.230684381,8.935694917,8.08786524,7.124884643,7.952113,9.771515391,9.555833125,9.270036615
"NUP93",3.94860081,3.56495925,3.02053104,3.202563071,3.266203,3.431412783,3.278645188,3.205616308
"NUP98",6.357997429,6.0613305,8.13162712,7.8316415,7.819754667,7.085300609,8.5840275,5.707208615
"NUPR1",4.78602419,4.4868895,10.37615824,7.096803929,6.06352325,5.207777217,6.652409438,5.459821231
"NUS1",7.447556286,8.500221917,9.31317892,8.856574357,8.927223375,7.434218696,10.56563069,6.779352077
"NUSAP1",4.957223143,6.99313,7.17106164,6.496162214,7.030537625,9.898000609,5.194436375,4.697778385
"NUTF2",7.639290476,7.05893325,6.94742116,7.248936429,6.560211458,8.041371957,7.200286,7.520002
"NVL",6.677913476,7.162390333,7.24002296,6.232793214,7.246205625,8.144095304,6.08639675,7.766514
"NXF2",4.373482667,4.405511083,4.63513768,4.730438857,4.819869958,5.013664957,5.442298938,4.671432923
"NXPH2",5.477116286,4.80033225,4.33846164,4.701683357,4.394913208,4.550344913,4.482832938,4.731567385
"NXPH3",6.177119286,6.023079917,6.31269056,6.708318714,6.740764333,6.999528652,5.274718125,6.511216308
"NXT1",8.780959333,10.06444842,7.74440284,7.097895643,8.4418535,9.204158,10.84958488,8.660079615
"NXT2",7.635502857,9.0846285,7.9104108,8.87718,9.456082917,7.92772113,6.389233125,7.968248538
"NYX",5.676148619,5.460405583,5.90194904,6.431159143,5.820156125,6.389935609,6.901716375,6.043608385
"OAS1",4.481912524,5.4153455,7.6737476,9.349241,8.704414458,6.023451435,6.9482145,4.273530231
"OAS2",7.697148,7.655317417,6.26560504,9.498393714,5.998853333,8.188307522,7.446764125,6.839527692
"OASL",6.029100286,7.675931333,5.22742212,7.178058643,5.68950875,6.276207391,9.000966438,5.412059769
"OAZ1",12.9036131,13.19323217,13.6472062,13.760554,13.81546833,12.522864,12.72106863,12.54505723
"OAZ2",6.702498095,7.185884,8.83026692,9.405912786,8.92550725,6.635597217,5.62835425,6.303117846
"OAZ3",4.308001762,4.42675775,5.028542,5.673101071,5.776031333,4.505661435,4.868692125,4.374019385
"OBP2B",4.363363333,4.526693583,4.73622912,4.908415143,4.540808875,4.573166261,5.505002,4.766811538
"OBSCN",4.473262048,3.892057833,3.35711864,3.502511643,3.491586,3.805333696,3.56960175,4.099696
"OBSL1",5.613152762,5.187059667,5.44843316,5.620146143,5.555349333,5.980473783,6.507868875,5.810616538
"OCEL1",7.056283333,7.648483167,7.614779,6.853543429,7.437635708,7.52291213,5.678585,7.963959538
"OCIAD1",8.856767286,9.746469833,10.40886608,9.803776643,10.08866129,8.580747,10.74317156,8.956553077
"OCIAD2",11.15112976,9.297115583,5.80010704,7.039539286,6.435040958,10.13792835,9.35020125,10.28582592
"OCLM",5.332039095,4.829895667,4.65014352,4.881001286,4.884480292,4.950812174,6.999909938,4.877946923
"OCLN",6.579992571,5.9993025,5.12651248,5.087213643,5.30795625,4.981971826,4.308499813,6.188415
"OCM2",5.795492667,3.951907,4.1168114,4.185419357,4.148638667,4.293484696,4.5673195,5.176582462
"OCRL",5.550049857,4.873788083,7.26040696,6.369461143,7.340717875,5.534392261,3.904206938,5.661974846
"ODC1",10.16167376,9.668585167,9.42927164,9.501751286,8.739064208,11.06873874,13.608775,9.937388615
"ODF2",4.865848571,6.094545083,5.69467408,5.400469571,6.098956875,6.418505565,8.211726,5.797626846
"ODF2L",5.77908819,6.047898667,4.44906592,4.314911929,4.359482292,4.431738391,6.595969625,4.913649923
"ODF3",4.155696381,3.811236417,4.1337602,4.572446214,4.288576792,4.160521,5.243092875,4.125247538
"ODF3B",4.899006857,4.708558333,5.13234832,5.559910571,5.140450083,6.21269213,5.36621025,5.500234692
"OFCC1",4.566174476,4.317809,3.86891372,4.296014,4.206800667,4.063922696,4.962196563,4.044934154
"OFD1",6.358005238,5.67912375,3.81469372,3.847724714,3.932916958,4.340630087,4.399471813,6.590155308
"OGDH",6.73952581,7.513613333,8.35092456,8.845829071,7.512724875,6.009324217,8.356008438,6.143558538
"OGFOD1",7.825321095,7.062981583,7.7803674,7.069203429,7.481800583,6.47438713,9.785964875,6.107597923
"OGFOD2",5.757833048,5.583157083,6.171212,5.986231286,5.891184667,6.813103565,5.923334188,6.616233154
"OGFR",5.411417048,5.829233333,6.92375104,7.153731286,6.055095125,6.089634304,7.183662375,6.033151385
"OGFRL1",3.675626905,5.347351417,7.65686068,7.517101071,8.850769375,3.549561739,3.929528,3.926649846
"OGG1",4.845859429,5.050185583,4.65082996,4.9403815,4.73466325,5.037575217,5.907632875,5.717562846
"OGT",8.908164952,9.248758667,8.55489216,6.784443643,7.684516583,8.654049522,9.99672825,8.864610462
"OIP5",5.013203,4.820338833,4.10614604,4.252837929,4.325805292,7.097008478,4.044666438,4.020492308
"OLFM1",6.130758762,5.218653333,5.53338936,5.945615929,5.241445125,5.881449478,5.083042313,6.164594077
"OLFML2B",4.476556905,4.311443333,8.60995528,4.634970143,7.34881275,4.618986043,4.844442875,4.437645308
"OLIG2",3.398332619,3.683873667,4.01018444,4.169104571,4.13970325,4.127771217,4.68107875,3.939979462
"OLR1",4.371146857,3.2908565,7.63289936,6.411000357,8.9239425,3.243170217,3.212676813,3.057654231
"OMA1",8.319540476,8.112513917,7.27267808,5.725918857,7.099305583,7.604871261,5.028773938,8.448049462
"OMP",3.516221381,3.45679075,4.30460228,4.339776643,4.596803458,4.113468217,5.51640325,3.999577231
"ONECUT2",4.337441286,4.2536355,4.60127172,5.121785786,4.83037425,4.94989513,5.341112625,4.716627538
"ONECUT3",5.127339143,5.309574083,5.84843184,6.093412357,5.5563155,5.793043435,6.612480875,5.658019538
"OPA3",4.988077857,5.069344917,5.09466208,5.177129571,5.3963295,4.52791713,4.111094375,4.905996308
"OPALIN",5.039284143,4.365605417,4.32868144,4.611005714,4.249283792,4.465863174,3.829748438,4.423666154
"OPHN1",11.53755686,10.25131717,9.83674496,10.48561914,9.246761958,9.102975,12.21201313,10.33461677
"OPLAH",4.449985429,3.865014667,6.1077306,5.791627357,5.8873865,5.126604522,5.2565565,4.630120923
"OPN1MW",4.39410681,4.412682833,4.38276808,4.6140025,4.151454333,4.605393957,5.235936875,4.498055769
"OPN3",6.917703762,7.490756417,10.59541456,8.391242429,12.09187363,9.010632174,4.926954188,8.593386769
"OPN5",4.255776524,4.125618667,3.7801878,4.073690571,4.013029375,4.237168391,4.942451438,4.176128538
"OPRL1",4.796340381,4.749947417,5.25034484,5.487807286,5.245151833,5.009583652,6.2978925,5.089201385
"OPRM1",4.464376714,4.15293475,4.01041852,4.354786786,4.068355167,4.617709217,3.25123525,4.450192308
"OPTC",5.390795333,4.988356583,5.422289,5.884588286,5.338452333,5.892249565,4.730499313,5.766429231
"OR10A3",3.557554381,3.486806417,3.58073632,3.848694143,3.517622167,3.469139348,4.209497813,3.702944
"OR10A5",5.019289524,4.083067083,4.01347056,4.428588571,4.005137375,4.157033913,3.619764625,4.050352692
"OR10H1",5.853571333,5.36262375,5.32788848,5.826238286,5.282850458,5.188560696,6.218481875,5.445293462
"OR12D2",5.567044429,5.253145667,5.61797796,5.737333643,5.767110708,5.822604174,5.058823813,5.713425462
"OR13C4",4.89583681,4.801187583,5.13525552,5.267985714,5.040225792,5.153017826,5.771493938,5.220141308
"OR1C1",3.936363762,4.0515955,4.09128568,4.430814571,4.118057833,4.023152783,4.823868938,3.923723692
"OR1I1",6.804760095,5.517681917,5.89658636,6.222896357,5.7073925,6.178138522,4.72928575,6.111153615
"OR1J2",6.894862143,5.689076417,5.23886684,5.918740357,5.780366375,5.48092187,4.680795125,5.510898462
"OR1Q1",3.201462381,3.3340165,3.23182828,3.392100071,3.277638875,3.433236043,4.321798875,3.355947385
"OR2A9P",5.631187095,3.94199025,3.62526592,4.051309214,3.856788042,4.189963696,4.344267313,5.650646769
"OR2B2",4.220893762,3.77468175,2.99754596,3.244587786,3.3689975,3.229425826,3.35983075,3.211967462
"OR2H1",3.086112667,3.1177295,2.90377712,3.028042,3.303843958,3.248773261,3.507046313,3.111698077
"OR2K2",3.338631714,3.5852635,3.71261988,3.849254214,3.812986708,4.196150391,4.908242188,3.991993077
"OR2L2",4.039422857,3.68796925,3.94887268,4.152571857,3.792321875,3.524234478,4.670464813,3.557955538
"OR2M4",3.08953319,2.99201925,3.08286456,3.259528286,3.082061292,3.024054565,5.121116625,3.180695308
"OR3A2",3.570531762,3.466648,3.63937544,3.788331714,4.222701625,3.781139783,4.447097188,3.776782538
"OR4D1",6.035246476,5.177313167,4.71023072,5.307975286,4.870383167,4.914269739,4.424759438,4.903135615
"OR4D2",4.946202952,4.499061,4.26238804,4.685963,4.415203375,4.645355043,3.168436125,4.353975385
"OR4F3",6.409965524,5.502884,4.97904872,5.385191071,5.157411583,5.123079783,4.481492,5.303310462
"OR51B2",5.932495714,5.337778583,4.93216052,5.285310071,5.103674167,5.19057313,4.518904125,5.070897385
"OR51B4",5.28347419,5.178403667,4.1650834,4.556243429,4.422937083,4.379647739,3.8159395,4.368511923
"OR51B5",5.253415667,4.868210833,4.13912064,4.8245295,4.688407458,4.509150522,3.714049375,4.668463692
"OR51B6",5.211431476,4.49884775,3.74295036,4.320086286,4.017198542,4.018262348,3.492527938,3.832660385
"OR51E1",4.688539905,4.17839825,3.77488136,4.376244214,4.0467,3.997495304,3.305730188,4.039218615
"OR51I1",6.635223286,5.73227475,5.24486552,5.845906214,5.264715,5.383842739,4.733253313,5.529229462
"OR51I2",5.777786714,5.472954083,5.17402584,5.536831357,5.053031875,5.764920435,4.589735,5.579640923
"OR52D1",5.707360905,4.978899333,4.50871112,4.748696143,4.841426458,4.729847826,5.112688063,4.730839769
"OR5L2",4.436842571,4.870398917,4.77002872,5.056032929,4.720065667,4.82578587,5.928924938,4.818947
"OR5P2",5.477837524,5.009881667,4.04075156,4.464181786,4.172268042,4.03593087,3.947235,4.193702
"OR5P3",4.834487476,4.229214833,3.82334484,4.223650214,4.156813792,4.200876435,3.602569875,4.199256769
"OR6A2",5.013744714,4.038155083,4.05862844,4.265608786,4.541449875,4.26765987,3.557741813,4.211916308
"OR7A10",3.761208381,3.512463333,3.73043936,3.7370535,3.422374792,3.806854565,4.415977875,3.777591231
"OR8D2",4.942637095,4.397351833,4.22286964,4.458088643,4.021545375,4.551663696,3.896122125,4.408074692
"OR8G1",5.114861905,4.090725833,3.74319336,4.097531643,3.908296,3.768585304,3.869024625,3.752678538
"ORAI2",5.073362762,4.756521417,5.39121848,5.770578857,5.222044083,5.897173913,6.718926813,5.505452385
"ORAI3",6.097737619,7.452570417,9.39675172,7.831998429,8.853029792,6.426518043,3.975563938,7.073652923
"ORMDL1",9.925885524,9.880209083,10.38200144,8.841959571,10.13076271,8.963823783,8.317548813,9.858501
"ORMDL2",8.577566524,8.80355075,9.55305756,9.785667714,9.9391865,8.566790348,10.56548138,7.788348846
"ORMDL3",7.922086952,8.534073917,7.57333564,6.6832405,7.713753458,9.003988435,6.350423688,9.192277154
"OS9",8.181293333,8.5940195,10.38915328,10.17191621,9.093455625,8.064780826,8.700754375,8.261390308
"OSBP",6.122160143,5.935523167,4.3283346,3.531112857,3.830897,4.232859435,3.727020188,5.985127308
"OSBPL10",7.002515286,6.4938,6.0043434,6.3798775,5.93340275,5.976874609,5.906921563,6.455957154
"OSBPL11",6.543928476,7.221989583,9.7197488,9.115782214,9.783290542,7.455748217,5.741193188,6.391539923
"OSBPL1A",5.250553286,5.1253485,10.5273218,7.837369714,10.17953817,6.027113087,4.720124563,5.696664385
"OSBPL5",5.791459286,7.699619667,6.96759176,7.202221571,6.2041065,6.572595043,6.956821813,6.708860385
"OSBPL7",7.16282919,7.857307333,6.50787208,6.098913357,6.006955208,7.160826174,5.366773188,8.012301077
"OSBPL8",10.66089924,10.98487975,10.4712076,10.06460636,10.55207833,9.450049957,7.740484625,10.35787131
"OSBPL9",8.87426319,9.2530985,9.81439352,9.642637786,10.12298908,8.913981435,7.440604438,9.322290846
"OSCAR",3.910334333,3.833062,8.1995622,8.562897571,7.267328,4.329908652,5.612552063,4.171284615
"OSGEP",6.922661,7.543651417,7.60954572,6.928120929,6.999449,8.771837304,8.418379,7.653647462
"OSGEPL1",7.542272714,7.20829025,7.08451624,5.226332,6.883998583,8.025918304,4.122113688,8.517193
"OSGIN1",5.656981619,5.152212,6.4971478,6.963741929,6.261959125,6.282620087,7.02549725,5.915763385
"OSGIN2",4.750534381,4.637715167,4.64050396,4.957099214,4.663853667,4.66442813,9.936682875,4.706351308
"OSR1",3.310823333,3.221041083,3.39318012,3.42499,3.455511875,3.593749739,4.441914188,3.514697615
"OSR2",3.887016286,3.70079425,3.55489096,3.864888143,3.587903625,3.710144261,4.674389,3.695854846
"OSTF1",7.338099048,10.49405525,8.8407622,9.060175857,10.20302975,7.691572391,7.697911313,8.077385154
"OSTM1",7.456205,8.48350775,8.90803068,8.829463429,9.540731625,5.440301913,5.195877,6.880046077
"OTOA",5.509929905,4.869539583,7.69334596,6.131313929,6.812739458,5.238905,4.627872563,5.305324846
"OTOP2",4.673178333,4.948639083,5.44664304,5.630719286,5.566845083,5.306337696,7.232832063,5.329461615
"OTOS",4.409604524,4.125516667,4.38772624,4.518009071,4.565198042,4.462102087,5.341184875,4.358891231
